DATE,SHARE_CODE,ISSUER_NAME,INVESTOR_NAME,INVESTOR_TYPE,LOCAL_FOREIGN,NATIONALITY,DOMICILE,HOLDINGS_SCRIPLESS,HOLDINGS_SCRIP,TOTAL_HOLDING_SHARES,PERCENTAGE,ISSUER_NAME_CLEAN,INVESTOR_NAME_CLEAN,SOURCE_DATE_STR
2026-03-31,ABMM,ABM INVESTAMA Tbk,NOBLE INVESTMENT CORPORATION (SPC) LTD.,CP,F,,CAYMAN ISLANDS,96446100,0.0,96446100,3.5,Abm Investama,Noble Investment (),2026-04-02
2026-03-31,ACES,ASPIRASI HIDUP INDONESIA Tbk,PT KAWAN LAMA SEJAHTERA,CP,L,,INDONESIA,10272189700,0.0,10272189700,60.0,Aspirasi Hidup Indonesia,Kawan Lama Sejahtera,2026-04-02
2026-03-31,ACES,ASPIRASI HIDUP INDONESIA Tbk,DBS BANK LTD S/A ALBIZIA ASEAN OPPORTUNITIES FUND,IB,F,,UNITED KINGDOM,494894900,0.0,494894900,2.89,Aspirasi Hidup Indonesia,DBS,2026-04-02
2026-03-31,ACES,ASPIRASI HIDUP INDONESIA Tbk,NT TST CO S/A EDGBASTON ASIAN EQUITY (JERSEY) TRUST,OT,F,,JERSEY,199072300,0.0,199072300,1.16,Aspirasi Hidup Indonesia,Nt Tst Edgbaston Asian Equity (jersey),2026-04-02
2026-03-31,ACES,ASPIRASI HIDUP INDONESIA Tbk,PT. PRUDENTIAL LIFE ASSURANCE,IS,L,,INDONESIA,183863700,0.0,183863700,1.07,Aspirasi Hidup Indonesia,Prudential Life Assurance,2026-04-02
2026-03-31,ACES,ASPIRASI HIDUP INDONESIA Tbk,MERCER QIF FUND PLC,MF,F,,IRELAND,172752200,0.0,172752200,1.01,Aspirasi Hidup Indonesia,Mercer Qif Plc,2026-04-02
2026-03-31,ACRO,SAMCRO HYOSUNG ADILESTARI Tbk,TAE SUNG CHUNG,ID,F,SOUTH KOREAN,INDONESIA,2720072495,0.0,2720072495,78.4,Samcro Hyosung Adilestari,Tae Sung Chung,2026-04-02
2026-03-31,ACRO,SAMCRO HYOSUNG ADILESTARI Tbk,JOO HEE KO,ID,F,SOUTH KOREAN,INDONESIA,155459000,0.0,155459000,4.48,Samcro Hyosung Adilestari,Joo Hee Ko,2026-04-02
2026-03-31,ACRO,SAMCRO HYOSUNG ADILESTARI Tbk,SUMAN KIM,ID,F,SOUTH KOREAN,INDONESIA,131628700,0.0,131628700,3.79,Samcro Hyosung Adilestari,Suman Kim,2026-04-02
2026-03-31,ACRO,SAMCRO HYOSUNG ADILESTARI Tbk,KYUNGHEE KO,ID,F,SOUTH KOREAN,INDONESIA,107563300,0.0,107563300,3.1,Samcro Hyosung Adilestari,Kyunghee Ko,2026-04-02
2026-03-31,ACST,ACSET INDONUSA Tbk,PT. KARYA SUPRA PERKASA,CP,L,,INDONESIA,16115027968,0.0,16115027968,91.17,Acset Indonusa,Karya Supra Perkasa,2026-04-02
2026-03-31,ADCP,ADHI COMMUTER PROPERTI Tbk,ADHI KARYA PERSERO TBK PT.,CP,L,,INDONESIA,0,19999900000.0,19999900000,90.0,Adhi Commuter Properti,Adhi Karya Persero,2026-04-02
2026-03-31,ADES,AKASHA WIRA INTERNATIONAL Tbk,WATER PARTNERS BOTTLING SA,CP,F,,SWITZERLAND,538896713,0.0,538896713,91.35,Akasha Wira International,Water Partners Bottling Sa,2026-04-02
2026-03-31,ADES,AKASHA WIRA INTERNATIONAL Tbk,DRS SURONO SUBEKTI,ID,L,INDONESIAN,INDONESIA,6106500,0.0,6106500,1.04,Akasha Wira International,Surono Subekti,2026-04-02
2026-03-31,ADHI,ADHI KARYA (PERSERO) Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT DANANTARA ASSET MANAGEMENT,CP,L,,,0,5354686054.0,5354686054,63.69,Adhi Karya,Perusahaan Perseroan (persero) Danantara Asset Management,2026-04-02
2026-03-31,ADHI,ADHI KARYA (PERSERO) Tbk,"PANIN SEKURITAS Tbk, PT",SC,L,,INDONESIA,237909268,0.0,237909268,2.83,Adhi Karya,Panin Sekuritas,2026-04-02
2026-03-31,ADHI,ADHI KARYA (PERSERO) Tbk,PT. MITRACOMM EKASARANA,CP,L,,INDONESIA,158419800,0.0,158419800,1.88,Adhi Karya,Mitracomm Ekasarana,2026-04-02
2026-03-31,ADHI,ADHI KARYA (PERSERO) Tbk,SALIM LIM,ID,L,INDONESIAN,INDONESIA,140259823,0.0,140259823,1.67,Adhi Karya,Salim Lim,2026-04-02
2026-03-31,ADHI,ADHI KARYA (PERSERO) Tbk,PT WARUNA NUSASENTANA,CP,L,,INDONESIA,96194100,0.0,96194100,1.14,Adhi Karya,Waruna Nusasentana,2026-04-02
2026-03-31,ADMF,ADIRA DINAMIKA MULTI FINANCE Tbk,"BANK DANAMON INDONESIA Tbk, PT - REGISTRAR",IB,L,,INDONESIA,920700000,0.0,920700000,74.5,Adira Dinamika Multi Finance,Bank Danamon Indonesia - Registrar,2026-04-02
2026-03-31,ADMF,ADIRA DINAMIKA MULTI FINANCE Tbk,MUFG Bank Ltd,IB,F,,JAPAN,233757759,0.0,233757759,18.92,Adira Dinamika Multi Finance,Mufg Bank,2026-04-02
2026-03-31,ADMG,POLYCHEM INDONESIA Tbk,PROVESTMENT LIMITED,OT,F,,"VIRGIN ISLANDS, BRITISH",1925414417,0.0,1925414417,49.51,Polychem Indonesia,Provestment,2026-04-02
2026-03-31,ADMG,POLYCHEM INDONESIA Tbk,"GAJAH TUNGGAL, TbK. PT.",CP,L,,INDONESIA,994150000,0.0,994150000,25.56,Polychem Indonesia,Gajah Tunggal,2026-04-02
2026-03-31,ADMG,POLYCHEM INDONESIA Tbk,PT SATYA MULIA GEMA GEMILANG,CP,L,,INDONESIA,405356593,0.0,405356593,10.42,Polychem Indonesia,Satya Mulia Gema Gemilang,2026-04-02
2026-03-31,ADMG,POLYCHEM INDONESIA Tbk,SOETIKNO HARTO SOEWITO,ID,L,INDONESIAN,,104848300,0.0,104848300,2.7,Polychem Indonesia,Soetikno Harto Soewito,2026-04-02
2026-03-31,ADMG,POLYCHEM INDONESIA Tbk,DRS LO KHENG HONG,ID,L,INDONESIAN,INDONESIA,50318100,0.0,50318100,1.29,Polychem Indonesia,Lo Kheng Hong,2026-04-02
2026-03-31,ADMG,POLYCHEM INDONESIA Tbk,NEW WORLD GLOBAL LIMITED,CP,F,,,0,39997466.0,39997466,1.03,Polychem Indonesia,New World Global,2026-04-02
2026-03-31,ADMR,ALAMTRI MINERALS INDONESIA Tbk,ALAMTRI RESOURCES INDONESIA TBK PT,CP,L,,INDONESIA,34933166100,0.0,34933166100,85.45,Alamtri Minerals Indonesia,Alamtri Resources Indonesia,2026-04-02
2026-03-31,ADMR,ALAMTRI MINERALS INDONESIA Tbk,VERANUS CAPITAL PTE. LTD.,IB,F,,SINGAPORE,532762560,0.0,532762560,1.3,Alamtri Minerals Indonesia,Veranus Capital,2026-04-02
2026-03-31,ADMR,ALAMTRI MINERALS INDONESIA Tbk,SILVERCITY ENTERPRISE LIMITED,CP,F,,HONG KONG,436463680,0.0,436463680,1.07,Alamtri Minerals Indonesia,Silvercity Enterprise,2026-04-02
2026-03-31,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,ADARO STRATEGIC INVESTMENTS,CP,L,,INDONESIA,14045425500,0.0,14045425500,47.79,Alamtri Resources Indonesia,Adaro Strategic Investments,2026-04-02
2026-03-31,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,GARIBALDI THOHIR,ID,L,INDONESIAN,INDONESIA,1976632710,0.0,1976632710,6.73,Alamtri Resources Indonesia,Garibaldi Thohir,2026-04-02
2026-03-31,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,SARATOGA INVESTAMA SEDAYA TBK PT,CP,L,,INDONESIA,1174890670,0.0,1174890670,4.0,Alamtri Resources Indonesia,Saratoga Investama Sedaya,2026-04-02
2026-03-31,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,EDWIN SOERYADJAYA,ID,L,INDONESIAN,INDONESIA,1051738544,0.0,1051738544,3.58,Alamtri Resources Indonesia,Edwin Soeryadjaya,2026-04-02
2026-03-31,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,IR. T. PERMADI RACHMAT,ID,L,INDONESIAN,INDONESIA,890218901,0.0,890218901,3.03,Alamtri Resources Indonesia,T Permadi Rachmat,2026-04-02
2026-03-31,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,SANDIAGA SALAHUDDIN UNO,ID,L,INDONESIAN,INDONESIA,611849202,0.0,611849202,2.08,Alamtri Resources Indonesia,Sandiaga Salahuddin Uno,2026-04-02
2026-03-31,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,ALAMTRI RESOURCES INDONESIA TBK PT,CP,L,,INDONESIA,589195200,0.0,589195200,2.0,Alamtri Resources Indonesia,Alamtri Resources Indonesia,2026-04-02
2026-03-31,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,KOREA SOUTH-EAST POWER CO.LTD,CP,F,,"KOREA, REPUBLIC OF",480000000,0.0,480000000,1.63,Alamtri Resources Indonesia,Korea South-east Power,2026-04-02
2026-03-31,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,J SUWANTA SINARYA DR,ID,L,INDONESIAN,INDONESIA,555649980,0.0,555649980,55.23,Anugerah Spareparts Sejahtera,J Suwanta Sinarya,2026-04-02
2026-03-31,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,UOB KAY HIAN PRIVATE LIMITED,SC,F,,SINGAPORE,44095700,0.0,44095700,4.38,Anugerah Spareparts Sejahtera,Uob Kay Hian Private,2026-04-02
2026-03-31,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,OEY JOHAN SINATRA SUMAWI,ID,L,INDONESIAN,INDONESIA,25350010,0.0,25350010,2.52,Anugerah Spareparts Sejahtera,Oey Johan Sinatra Sumawi,2026-04-02
2026-03-31,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,JEIHAN SUMAWI PUTRA,ID,L,INDONESIAN,INDONESIA,25000010,0.0,25000010,2.48,Anugerah Spareparts Sejahtera,Jeihan Sumawi Putra,2026-04-02
2026-03-31,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,PHILLIP SECURITIES PTE LTD,SC,F,,SINGAPORE,14704300,0.0,14704300,1.46,Anugerah Spareparts Sejahtera,Phillip Securities,2026-04-02
2026-03-31,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,HASANUDIN,ID,L,INDONESIAN,INDONESIA,14176800,0.0,14176800,1.41,Anugerah Spareparts Sejahtera,Hasanudin,2026-04-02
2026-03-31,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,ANI ROLIYANI,ID,L,INDONESIAN,INDONESIA,11425700,0.0,11425700,1.14,Anugerah Spareparts Sejahtera,Ani Roliyani,2026-04-02
2026-03-31,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,ANDY TANUJAYA,ID,L,INDONESIAN,INDONESIA,11005000,0.0,11005000,1.09,Anugerah Spareparts Sejahtera,Andy Tanujaya,2026-04-02
2026-03-31,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,KUSWIRA,ID,L,INDONESIAN,INDONESIA,10232600,0.0,10232600,1.02,Anugerah Spareparts Sejahtera,Kuswira,2026-04-02
2026-03-31,AGAR,ASIA SEJAHTERA MINA Tbk,PT. INDO KREASI PRATAMA,CP,L,,INDONESIA,450000000,0.0,450000000,45.0,Asia Sejahtera Mina,Indo Kreasi Pratama,2026-04-02
2026-03-31,AGAR,ASIA SEJAHTERA MINA Tbk,PT. SINAR TERANG ASIA RAYA,CP,L,,INDONESIA,299927300,0.0,299927300,29.99,Asia Sejahtera Mina,Sinar Terang Asia Raya,2026-04-02
2026-03-31,AGAR,ASIA SEJAHTERA MINA Tbk,PT. BENGAWAN TIMUR LAJU,CP,L,,INDONESIA,43000000,0.0,43000000,4.3,Asia Sejahtera Mina,Bengawan Timur Laju,2026-04-02
2026-03-31,AGAR,ASIA SEJAHTERA MINA Tbk,WILDA TETY ARYDESIA,ID,L,INDONESIAN,INDONESIA,41000000,0.0,41000000,4.1,Asia Sejahtera Mina,Wilda Tety Arydesia,2026-04-02
2026-03-31,AGAR,ASIA SEJAHTERA MINA Tbk,L. HAUW LIONG (LIANTO G),ID,L,INDONESIAN,INDONESIA,40392900,0.0,40392900,4.04,Asia Sejahtera Mina,L Hauw Liong (lianto G),2026-04-02
2026-03-31,AGAR,ASIA SEJAHTERA MINA Tbk,HENRY TIRTASAPUTRA JUNIOR,ID,L,INDONESIAN,INDONESIA,40000000,0.0,40000000,4.0,Asia Sejahtera Mina,Henry Tirtasaputra Junior,2026-04-02
2026-03-31,AGAR,ASIA SEJAHTERA MINA Tbk,ROBIN GOENADI,ID,L,INDONESIAN,INDONESIA,39777500,0.0,39777500,3.98,Asia Sejahtera Mina,Robin Goenadi,2026-04-02
2026-03-31,AGAR,ASIA SEJAHTERA MINA Tbk,INTAN POLANARIA SANTOSA,ID,L,INDONESIAN,INDONESIA,33219300,0.0,33219300,3.32,Asia Sejahtera Mina,Intan Polanaria Santosa,2026-04-02
2026-03-31,AGII,SAMATOR INDO GAS Tbk,PT SAMATOR,CP,L,,INDONESIA,709549020,371144000.0,1080693020,35.24,Samator Indo Gas,Samator,2026-04-02
2026-03-31,AGII,SAMATOR INDO GAS Tbk,MATRIX COMPANY LIMITED,CP,F,,JERSEY,986967780,0.0,986967780,32.18,Samator Indo Gas,Matrix Company,2026-04-02
2026-03-31,AGII,SAMATOR INDO GAS Tbk,PT. ANEKA MEGA ENERGI,CP,L,,INDONESIA,0,459999000.0,459999000,15.0,Samator Indo Gas,Aneka Mega Energi,2026-04-02
2026-03-31,AGII,SAMATOR INDO GAS Tbk,SARATOGA INVESTAMA SEDAYA TBK PT,CP,L,,INDONESIA,306666000,0.0,306666000,10.0,Samator Indo Gas,Saratoga Investama Sedaya,2026-04-02
2026-03-31,AGII,SAMATOR INDO GAS Tbk,ZICO TRUST (S) LTD,CP,F,,SINGAPORE,91633900,0.0,91633900,2.99,Samator Indo Gas,Zico (s),2026-04-02
2026-03-31,AGRO,BANK RAYA INDONESIA Tbk,"PT BANK RAKYAT INDONESIA (PERSERO), TBK",IB,L,,INDONESIA,21239760958,247401079.0,21487162037,86.85,Bank Raya Indonesia,Bank Rakyat Indonesia (persero),2026-04-02
2026-03-31,AGRO,BANK RAYA INDONESIA Tbk,DANA PENSUN PERKEBUNAN,PF,L,,INDONESIA,600703375,0.0,600703375,2.43,Bank Raya Indonesia,Dana Pensun Perkebunan,2026-04-02
2026-03-31,AGRS,BANK IBK INDONESIA Tbk,INDUSTRIAL BANK OF KOREA,OT,F,,"KOREA, REPUBLIC OF",4701453340,39090909045.0,43792362385,91.49,Bank Ibk Indonesia,Industrial Bank Of Korea,2026-04-02
2026-03-31,AGRS,BANK IBK INDONESIA Tbk,PT KOREA INVESTMENT AND SEKURITAS INDONESIA - REGISTRAR,SC,L,,INDONESIA,1414728100,0.0,1414728100,2.96,Bank Ibk Indonesia,Korea Investment And Sekuritas Indonesia - Registrar,2026-04-02
2026-03-31,AHAP,ASURANSI HARTA AMAN PRATAMA Tbk,PT ASURANSI CENTRAL ASIA,IS,L,,INDONESIA,3066343009,0.0,3066343009,62.58,Asuransi Harta Aman Pratama,Asuransi Central Asia,2026-04-02
2026-03-31,AHAP,ASURANSI HARTA AMAN PRATAMA Tbk,SENDRA GUNAWAN,ID,L,INDONESIAN,INDONESIA,566781066,0.0,566781066,11.57,Asuransi Harta Aman Pratama,Sendra Gunawan,2026-04-02
2026-03-31,AHAP,ASURANSI HARTA AMAN PRATAMA Tbk,TAN KAH HO,ID,F,SINGAPOREAN,SINGAPORE,119929263,0.0,119929263,2.45,Asuransi Harta Aman Pratama,Tan Kah Ho,2026-04-02
2026-03-31,AHAP,ASURANSI HARTA AMAN PRATAMA Tbk,BANGKOK INSURANCE PUBLIC COMPANY LIMITED,IS,F,,THAILAND,64086000,0.0,64086000,1.31,Asuransi Harta Aman Pratama,Bangkok Insurance Public Company,2026-04-02
2026-03-31,AIMS,ARTHA MAHIYA INVESTAMA Tbk,PT AIMS INDO INVESTAMA,CP,L,,INDONESIA,68556991,0.0,68556991,31.16,Artha Mahiya Investama,Aims Indo Investama,2026-04-02
2026-03-31,AIMS,ARTHA MAHIYA INVESTAMA Tbk,PT DELTA WIBAWA BERSAMA,CP,L,,INDONESIA,68493151,0.0,68493151,31.13,Artha Mahiya Investama,Delta Wibawa Bersama,2026-04-02
2026-03-31,AIMS,ARTHA MAHIYA INVESTAMA Tbk,IR EFENDI LEMAN,ID,L,INDONESIAN,INDONESIA,11155000,0.0,11155000,5.07,Artha Mahiya Investama,Efendi Leman,2026-04-02
2026-03-31,AIMS,ARTHA MAHIYA INVESTAMA Tbk,LIQIN LING,ID,F,CHINESE,CHINA,9681000,0.0,9681000,4.4,Artha Mahiya Investama,Liqin Ling,2026-04-02
2026-03-31,AIMS,ARTHA MAHIYA INVESTAMA Tbk,MELDY TANNOS,ID,L,INDONESIAN,INDONESIA,6271000,0.0,6271000,2.85,Artha Mahiya Investama,Meldy Tannos,2026-04-02
2026-03-31,AIMS,ARTHA MAHIYA INVESTAMA Tbk,INDRAWATI TJENDANA,ID,L,INDONESIAN,INDONESIA,4432700,0.0,4432700,2.01,Artha Mahiya Investama,Indrawati Tjendana,2026-04-02
2026-03-31,AIMS,ARTHA MAHIYA INVESTAMA Tbk,LIANG ZHANG,ID,F,CHINESE,CHINA,3829000,0.0,3829000,1.74,Artha Mahiya Investama,Liang Zhang,2026-04-02
2026-03-31,AIMS,ARTHA MAHIYA INVESTAMA Tbk,ABEL IGNATIUS AUREY,ID,L,INDONESIAN,INDONESIA,2837000,0.0,2837000,1.29,Artha Mahiya Investama,Abel Ignatius Aurey,2026-04-02
2026-03-31,AIMS,ARTHA MAHIYA INVESTAMA Tbk,ANTHONY SETIADI,ID,L,INDONESIAN,INDONESIA,2737000,0.0,2737000,1.24,Artha Mahiya Investama,Anthony Setiadi,2026-04-02
2026-03-31,AIMS,ARTHA MAHIYA INVESTAMA Tbk,NUGRAHANING DYAH LARASATI,ID,L,INDONESIAN,INDONESIA,2237700,0.0,2237700,1.02,Artha Mahiya Investama,Nugrahaning Dyah Larasati,2026-04-02
2026-03-31,AISA,FKS FOOD SEJAHTERA Tbk,PT. PANGAN SEJAHTERA INVESTAMA,CP,L,,INDONESIA,5446478300,0.0,5446478300,58.49,Fks Food Sejahtera,Pangan Sejahtera Investama,2026-04-02
2026-03-31,AISA,FKS FOOD SEJAHTERA Tbk,PT ASTA ASKARA SENTOSA,CP,L,,INDONESIA,1441374472,0.0,1441374472,15.48,Fks Food Sejahtera,Asta Askara Sentosa,2026-04-02
2026-03-31,AISA,FKS FOOD SEJAHTERA Tbk,PRIMANEX LIMITED,CP,F,,BRITISH INDIAN OCEAN TERRITORY,173114557,0.0,173114557,1.86,Fks Food Sejahtera,Primanex,2026-04-02
2026-03-31,AISA,FKS FOOD SEJAHTERA Tbk,ASURANSI SIMAS JIWA,IS,L,,INDONESIA,169350483,0.0,169350483,1.82,Fks Food Sejahtera,Asuransi Simas Jiwa,2026-04-02
2026-03-31,AISA,FKS FOOD SEJAHTERA Tbk,UBS AG SINGAPORE BRANCH,IB,F,,SINGAPORE,158836700,0.0,158836700,1.71,Fks Food Sejahtera,UBS,2026-04-02
2026-03-31,AISA,FKS FOOD SEJAHTERA Tbk,TROPHY INVESTORS II Ltd,CP,F,,BRITISH INDIAN OCEAN TERRITORY,146693750,0.0,146693750,1.58,Fks Food Sejahtera,Trophy Investors Ii,2026-04-02
2026-03-31,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT. RENALDIJAYA EKAINTI,CP,L,,INDONESIA,1036756100,0.0,1036756100,16.08,Anugerah Kagum Karya Utama,Renaldijaya Ekainti,2026-04-02
2026-03-31,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT BINTANG BERSINAR CEMERLANG,CP,L,,INDONESIA,721187100,0.0,721187100,11.18,Anugerah Kagum Karya Utama,Bintang Bersinar Cemerlang,2026-04-02
2026-03-31,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT GEMA BUSANA RAYA,CP,L,,INDONESIA,394611900,0.0,394611900,6.12,Anugerah Kagum Karya Utama,Gema Busana Raya,2026-04-02
2026-03-31,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT. KOREK API GUNA MANDIRI,CP,L,,INDONESIA,358795300,0.0,358795300,5.56,Anugerah Kagum Karya Utama,Korek Api Guna Mandiri,2026-04-02
2026-03-31,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT SUKSES SELALU SEMPURNA,CP,L,,INDONESIA,251735200,0.0,251735200,3.9,Anugerah Kagum Karya Utama,Sukses Selalu Sempurna,2026-04-02
2026-03-31,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,RENA LUCIANI HUSADA,ID,L,INDONESIAN,INDONESIA,250000100,0.0,250000100,3.88,Anugerah Kagum Karya Utama,Rena Luciani Husada,2026-04-02
2026-03-31,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT. RELBI JAYA EKA INTI,CP,L,,INDONESIA,223590000,0.0,223590000,3.47,Anugerah Kagum Karya Utama,Relbi Jaya Eka Inti,2026-04-02
