DATE,SHARE_CODE,ISSUER_NAME,INVESTOR_NAME,INVESTOR_TYPE,LOCAL_FOREIGN,NATIONALITY,DOMICILE,HOLDINGS_SCRIPLESS,HOLDINGS_SCRIP,TOTAL_HOLDING_SHARES,PERCENTAGE,ISSUER_NAME_CLEAN,INVESTOR_NAME_CLEAN,SOURCE_DATE_STR
2026-03-31,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT VICTORIA SEKURITAS INDONESIA,SC,L,,INDONESIA,150000000,0.0,150000000,1.27,Pacific Strategic Financial,Victoria Sekuritas Indonesia,2026-04-02
2026-03-31,APII,ARITA PRIMA INDONESIA Tbk,"ARITA GLOBAL,PT",CP,L,,INDONESIA,0,622214760.0,622214760,57.84,Arita Prima Indonesia,Arita Global,2026-04-02
2026-03-31,APII,ARITA PRIMA INDONESIA Tbk,"ARITA ENGINEERING, SDN BHD",,,,,0,151125260.0,151125260,14.05,Arita Prima Indonesia,Arita Engineering,2026-04-02
2026-03-31,APII,ARITA PRIMA INDONESIA Tbk,"Fajar Untung Sdn,Bhd",OT,F,,MALAYSIA,51296000,0.0,51296000,4.77,Arita Prima Indonesia,Fajar Untung,2026-04-02
2026-03-31,APII,ARITA PRIMA INDONESIA Tbk,"Bangga Kencana Sdn,Bhd",OT,F,,MALAYSIA,42750000,0.0,42750000,3.97,Arita Prima Indonesia,Bangga Kencana,2026-04-02
2026-03-31,APII,ARITA PRIMA INDONESIA Tbk,PHILLIP SECURITIES PTE LTD,SC,F,,SINGAPORE,34660700,0.0,34660700,3.22,Arita Prima Indonesia,Phillip Securities,2026-04-02
2026-03-31,APII,ARITA PRIMA INDONESIA Tbk,LOW YEW LEAN,ID,F,MALAYSIAN,,33486500,26659980.0,60146480,5.59,Arita Prima Indonesia,Low Yew Lean,2026-04-02
2026-03-31,APII,ARITA PRIMA INDONESIA Tbk,SMC Capital SDN.BHD.,OT,F,,MALAYSIA,31300000,0.0,31300000,2.91,Arita Prima Indonesia,Smc Capital,2026-04-02
2026-03-31,APII,ARITA PRIMA INDONESIA Tbk,Koh Boon Kuang,ID,F,MALAYSIAN,,30000000,0.0,30000000,2.79,Arita Prima Indonesia,Koh Boon Kuang,2026-04-02
2026-03-31,APII,ARITA PRIMA INDONESIA Tbk,Priority Creations SDN.BHD,OT,F,,MALAYSIA,17625000,0.0,17625000,1.64,Arita Prima Indonesia,Priority Creations,2026-04-02
2026-03-31,APLI,ASIAPLAST INDUSTRIES Tbk,PT MACO AMANGRAHA,CP,L,,INDONESIA,201304000,600000000.0,801304000,58.8,Asiaplast Industries,Maco Amangraha,2026-04-02
2026-03-31,APLI,ASIAPLAST INDUSTRIES Tbk,ALEXANDER AGUNG PRANOTO,ID,L,INDONESIAN,INDONESIA,388333748,0.0,388333748,28.5,Asiaplast Industries,Alexander Agung Pranoto,2026-04-02
2026-03-31,APLI,ASIAPLAST INDUSTRIES Tbk,EMY LIM,ID,L,INDONESIAN,INDONESIA,66387100,0.0,66387100,4.87,Asiaplast Industries,Emy Lim,2026-04-02
2026-03-31,APLI,ASIAPLAST INDUSTRIES Tbk,LIE SHE MOY,ID,L,INDONESIAN,INDONESIA,17083000,0.0,17083000,1.25,Asiaplast Industries,Lie She Moy,2026-04-02
2026-03-31,APLI,ASIAPLAST INDUSTRIES Tbk,PT. HOKI INVESTASI SEJATI,CP,L,,INDONESIA,15342100,0.0,15342100,1.13,Asiaplast Industries,Hoki Investasi Sejati,2026-04-02
2026-03-31,APLN,AGUNG PODOMORO LAND Tbk,"INDOFICA, PT",CP,L,,INDONESIA,18777785148,0.0,18777785148,82.72,Agung Podomoro Land,Indofica,2026-04-02
2026-03-31,APLN,AGUNG PODOMORO LAND Tbk,TRIHATMA KUSUMA HALIMAN,ID,L,INDONESIAN,INDONESIA,1134702185,0.0,1134702185,5.0,Agung Podomoro Land,Trihatma Kusuma Haliman,2026-04-02
2026-03-31,APLN,AGUNG PODOMORO LAND Tbk,DBS BANK LTD.,IB,F,,SINGAPORE,255215500,0.0,255215500,1.12,Agung Podomoro Land,DBS,2026-04-02
2026-03-31,APLN,AGUNG PODOMORO LAND Tbk,HONKY HARJO,ID,L,INDONESIAN,INDONESIA,232863600,0.0,232863600,1.03,Agung Podomoro Land,Honky Harjo,2026-04-02
2026-03-31,ARCI,ARCHI INDONESIA Tbk,PT RAJAWALI CORPORA,CP,L,,INDONESIA,18142375000,0.0,18142375000,71.89,Archi Indonesia,Rajawali Corpora,2026-04-02
2026-03-31,ARCI,ARCHI INDONESIA Tbk,PT RAJAWALI KAPITAL EMAS,CP,L,,INDONESIA,2967375000,0.0,2967375000,11.76,Archi Indonesia,Rajawali Kapital Emas,2026-04-02
2026-03-31,ARCI,ARCHI INDONESIA Tbk,CGS INTERNATIONAL SEKURITAS INDONESIA,SC,L,,INDONESIA,545957200,0.0,545957200,2.16,Archi Indonesia,Cgs International Sekuritas Indonesia,2026-04-02
2026-03-31,ARCI,ARCHI INDONESIA Tbk,GOVERNMENT OF NORWAY,OT,F,,NORWAY,266271900,0.0,266271900,1.06,Archi Indonesia,Gov Norway,2026-04-02
2026-03-31,AREA,DUNIA VIRTUAL ONLINE Tbk,PT. DWI TUNGGAL PUTRA,CP,L,,INDONESIA,0,966667000.0,966667000,38.06,Dunia Virtual Online,Dwi Tunggal Putra,2026-04-02
2026-03-31,AREA,DUNIA VIRTUAL ONLINE Tbk,SUGENG ALIFEN,ID,L,INDONESIAN,INDONESIA,0,780534000.0,780534000,30.73,Dunia Virtual Online,Sugeng Alifen,2026-04-02
2026-03-31,AREA,DUNIA VIRTUAL ONLINE Tbk,MICHAEL KURNIA WIRAWAN ALIFEN,ID,L,INDONESIAN,INDONESIA,0,280800000.0,280800000,11.06,Dunia Virtual Online,Michael Kurnia Wirawan Alifen,2026-04-02
2026-03-31,AREA,DUNIA VIRTUAL ONLINE Tbk,PT. MITRA NIAGA PALAPA,CP,L,,INDONESIA,113118800,0.0,113118800,4.45,Dunia Virtual Online,Mitra Niaga Palapa,2026-04-02
2026-03-31,AREA,DUNIA VIRTUAL ONLINE Tbk,PT. SENTRA MAHAJAYA PELITA,CP,L,,INDONESIA,87780000,0.0,87780000,3.46,Dunia Virtual Online,Sentra Mahajaya Pelita,2026-04-02
2026-03-31,AREA,DUNIA VIRTUAL ONLINE Tbk,PT. BARAKARSA KREASI BANGSA,CP,L,,INDONESIA,87780000,0.0,87780000,3.46,Dunia Virtual Online,Barakarsa Kreasi Bangsa,2026-04-02
2026-03-31,AREA,DUNIA VIRTUAL ONLINE Tbk,PT. SKALA GARUDA UTAMA,CP,L,,INDONESIA,83050000,0.0,83050000,3.27,Dunia Virtual Online,Skala Garuda Utama,2026-04-02
2026-03-31,ARGO,ARGO PANTES Tbk,ARGO MANUNGGAL LAND DEVELOPMENT,,,,,0,1229818254.0,1229818254,38.74,Argo Pantes,Argo Manunggal Land Development,2026-04-02
2026-03-31,ARGO,ARGO PANTES Tbk,KUKUH MANUNGGAL PROPERTINDO,,,,,0,510175438.0,510175438,16.07,Argo Pantes,Kukuh Manunggal Propertindo,2026-04-02
2026-03-31,ARGO,ARGO PANTES Tbk,TREVOR GLOBAL LTD,,,,,0,422807017.0,422807017,13.32,Argo Pantes,Trevor Global,2026-04-02
2026-03-31,ARGO,ARGO PANTES Tbk,PT ARGO MANUNGGAL TRIASTA,CP,L,,INDONESIA,370000000,0.0,370000000,11.66,Argo Pantes,Argo Manunggal Triasta,2026-04-02
2026-03-31,ARGO,ARGO PANTES Tbk,DHARMA MANUNGGAL,,,,,0,98500000.0,98500000,3.1,Argo Pantes,Dharma Manunggal,2026-04-02
2026-03-31,ARGO,ARGO PANTES Tbk,PT CITRA RAYA INVESTAMA SEJAHTERA,CP,L,,INDONESIA,79347300,0.0,79347300,2.5,Argo Pantes,Citra Raya Investama Sejahtera,2026-04-02
2026-03-31,ARGO,ARGO PANTES Tbk,PT PILAR TEGUH SUKSES SEJATI,CP,L,,INDONESIA,65005000,0.0,65005000,2.05,Argo Pantes,Pilar Teguh Sukses Sejati,2026-04-02
2026-03-31,ARGO,ARGO PANTES Tbk,PT BERKAH AGUNG SELARAS,CP,L,,INDONESIA,65000000,0.0,65000000,2.05,Argo Pantes,Berkah Agung Selaras,2026-04-02
2026-03-31,ARGO,ARGO PANTES Tbk,THE NING KING,,,,,0,40980000.0,40980000,1.29,Argo Pantes,The Ning King,2026-04-02
2026-03-31,ARGO,ARGO PANTES Tbk,RAGAM LOGAM,,,,,0,35337935.0,35337935,1.11,Argo Pantes,Ragam Logam,2026-04-02
2026-03-31,ARII,ATLAS RESOURCES Tbk,PT. CALORIE VIVA UTAMA,CP,L,,INDONESIA,840579700,250000000.0,1090579700,29.08,Atlas Resources,Calorie Viva Utama,2026-04-02
2026-03-31,ARII,ATLAS RESOURCES Tbk,ABDI ANDRE,ID,L,INDONESIAN,INDONESIA,238617000,237350000.0,475967000,12.69,Atlas Resources,Abdi Andre,2026-04-02
2026-03-31,ARII,ATLAS RESOURCES Tbk,VITOL ASIA PTE LTD,CP,F,,SINGAPORE,303000000,0.0,303000000,8.08,Atlas Resources,Vitol Asia,2026-04-02
2026-03-31,ARII,ATLAS RESOURCES Tbk,PT. SUMBER DAYA KEMILAU,CP,L,,INDONESIA,187658300,0.0,187658300,5.0,Atlas Resources,Sumber Daya Kemilau,2026-04-02
2026-03-31,ARII,ATLAS RESOURCES Tbk,PT. SUMBER DAYA KUMALA,CP,L,,INDONESIA,187000000,0.0,187000000,4.99,Atlas Resources,Sumber Daya Kumala,2026-04-02
2026-03-31,ARII,ATLAS RESOURCES Tbk,PT. INFRA ALPHA INVESTINDO,CP,L,,INDONESIA,186000000,0.0,186000000,4.96,Atlas Resources,Infra Alpha Investindo,2026-04-02
2026-03-31,ARII,ATLAS RESOURCES Tbk,PT. INFRA ALPHA ENERGI,CP,L,,INDONESIA,156000000,0.0,156000000,4.16,Atlas Resources,Infra Alpha Energi,2026-04-02
2026-03-31,ARII,ATLAS RESOURCES Tbk,PT DIAN SWASTATIKA SENTOSA TBK,CP,L,,INDONESIA,123333000,0.0,123333000,3.29,Atlas Resources,Dian Swastatika Sentosa,2026-04-02
2026-03-31,ARII,ATLAS RESOURCES Tbk,ASURANSI SIMAS JIWA,IS,L,,INDONESIA,117981800,0.0,117981800,3.15,Atlas Resources,Asuransi Simas Jiwa,2026-04-02
2026-03-31,ARII,ATLAS RESOURCES Tbk,BANK OF SINGAPORE LIMITED,IB,F,,SINGAPORE,104047600,0.0,104047600,2.77,Atlas Resources,Bank of Singapore,2026-04-02
2026-03-31,ARII,ATLAS RESOURCES Tbk,PT. CIPTA SELARAS PARAHYANGAN,CP,L,,INDONESIA,92495300,0.0,92495300,2.47,Atlas Resources,Cipta Selaras Parahyangan,2026-04-02
2026-03-31,ARII,ATLAS RESOURCES Tbk,UBS AG SINGAPORE BRANCH,IB,F,,SINGAPORE,87666000,0.0,87666000,2.34,Atlas Resources,UBS,2026-04-02
2026-03-31,ARII,ATLAS RESOURCES Tbk,JAY T OENTORO,ID,L,INDONESIAN,INDONESIA,86770000,0.0,86770000,2.31,Atlas Resources,Jay T Oentoro,2026-04-02
2026-03-31,ARII,ATLAS RESOURCES Tbk,INTERVENTURES CAPITAL PTE. LTD,OT,F,,SINGAPORE,59741400,0.0,59741400,1.59,Atlas Resources,Interventures Capital,2026-04-02
2026-03-31,ARII,ATLAS RESOURCES Tbk,REKSA DANA BALANCED FUND SUCORINVEST ANAK PINTAR,MF,L,,INDONESIA,51438000,0.0,51438000,1.37,Atlas Resources,Reksa Dana Balanced Sucorinvest Anak Pintar,2026-04-02
2026-03-31,ARKA,ARKHA JAYANTI PERSADA Tbk,PT. ARKHA TANTO PRIMA,CP,L,,INDONESIA,892326600,0.0,892326600,44.62,Arkha Jayanti Persada,Arkha Tanto Prima,2026-04-02
2026-03-31,ARKA,ARKHA JAYANTI PERSADA Tbk,"JAF ASIA INVESTMENT, PT",CP,L,,INDONESIA,200000000,0.0,200000000,10.0,Arkha Jayanti Persada,Jaf Asia Investment,2026-04-02
2026-03-31,ARKA,ARKHA JAYANTI PERSADA Tbk,HANIFA SUTRISNA,ID,L,INDONESIAN,INDONESIA,31196200,0.0,31196200,1.56,Arkha Jayanti Persada,Hanifa Sutrisna,2026-04-02
2026-03-31,ARKA,ARKHA JAYANTI PERSADA Tbk,AKHMAD FAQIH,ID,L,INDONESIAN,INDONESIA,28055200,0.0,28055200,1.4,Arkha Jayanti Persada,Akhmad Faqih,2026-04-02
2026-03-31,ARKO,ARKORA HYDRO Tbk,"ARKORA BAKTI INDONESIA, PT",CP,L,,INDONESIA,1138837925,0.0,1138837925,38.89,Arkora Hydro,Arkora Bakti Indonesia,2026-04-02
2026-03-31,ARKO,ARKORA HYDRO Tbk,ENERGIA PRIMA NUSANTARA PT,CP,L,,INDONESIA,777487893,0.0,777487893,26.55,Arkora Hydro,Energia Prima Nusantara,2026-04-02
2026-03-31,ARKO,ARKORA HYDRO Tbk,PT BINA PERTIWI ENERGI,CP,L,,INDONESIA,144686000,0.0,144686000,4.94,Arkora Hydro,Bina Pertiwi Energi,2026-04-02
2026-03-31,ARKO,ARKORA HYDRO Tbk,PT STAR PACIFIC TBK,CP,L,,INDONESIA,103503400,0.0,103503400,3.53,Arkora Hydro,Star Pacific,2026-04-02
2026-03-31,ARKO,ARKORA HYDRO Tbk,HAPSORO,ID,L,INDONESIAN,INDONESIA,59605000,0.0,59605000,2.04,Arkora Hydro,Hapsoro,2026-04-02
2026-03-31,ARKO,ARKORA HYDRO Tbk,PT SENTOSA BERSAMA MITRA,CP,L,,INDONESIA,58994650,0.0,58994650,2.01,Arkora Hydro,Sentosa Bersama Mitra,2026-04-02
2026-03-31,ARKO,ARKORA HYDRO Tbk,"PROSPERA KAPITAL INVESTAMA, PT",CP,L,,INDONESIA,55500000,0.0,55500000,1.9,Arkora Hydro,Prospera Kapital Investama,2026-04-02
2026-03-31,ARKO,ARKORA HYDRO Tbk,PT TATA TIRTA DATUN,CP,L,,INDONESIA,47301100,0.0,47301100,1.62,Arkora Hydro,Tata Tirta Datun,2026-04-02
2026-03-31,ARKO,ARKORA HYDRO Tbk,ACEI SINGAPORE HOLDINGS PRIVATE LTD.,CP,F,,SINGAPORE,31473432,0.0,31473432,1.07,Arkora Hydro,Acei Singapore Holdings Private,2026-04-02
2026-03-31,ARMY,ARMIDIAN KARYATAMA Tbk,"MANDIRI MEGA JAYA, PT",CP,L,,INDONESIA,1842368800,0.0,1842368800,20.46,Armidian Karyatama,Mandiri Mega Jaya,2026-04-02
2026-03-31,ARMY,ARMIDIAN KARYATAMA Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,IS,L,,INDONESIA,1042703112,0.0,1042703112,11.58,Armidian Karyatama,Perusahaan Perseroan (persero) Asabri,2026-04-02
2026-03-31,ARMY,ARMIDIAN KARYATAMA Tbk,PT GASA PERDANA CIPTADAYA,CP,L,,INDONESIA,648009400,0.0,648009400,7.2,Armidian Karyatama,Gasa Perdana Ciptadaya,2026-04-02
2026-03-31,ARMY,ARMIDIAN KARYATAMA Tbk,JAKSA AGUNG MUDA BIDANG TINDAK PIDANA KHUSUS KEJAKSAAN REPUBLIK INDONESIA KEJAKSAAN REPUBLIK INDONESIA,OT,L,,INDONESIA,526952595,0.0,526952595,5.85,Armidian Karyatama,Jaksa Agung Muda Bidang Tindak Pidana Khusus Kejaksaan Republik Indonesia Kejaksaan Republik Indonesia,2026-04-02
2026-03-31,ARMY,ARMIDIAN KARYATAMA Tbk,RETAIL DEVELOPMENT GROUP LIMITED,CP,F,,CAYMAN ISLANDS,454612300,0.0,454612300,5.05,Armidian Karyatama,Retail Development Group,2026-04-02
2026-03-31,ARMY,ARMIDIAN KARYATAMA Tbk,"BANK DANAMON INDONESIA Tbk, PT - REGISTRAR",IB,L,,INDONESIA,270423058,0.0,270423058,3.0,Armidian Karyatama,Bank Danamon Indonesia - Registrar,2026-04-02
2026-03-31,ARMY,ARMIDIAN KARYATAMA Tbk,REKSA DANA EMCO MANTAP,MF,L,,INDONESIA,266787000,0.0,266787000,2.96,Armidian Karyatama,Reksa Dana Emco Mantap,2026-04-02
2026-03-31,ARMY,ARMIDIAN KARYATAMA Tbk,PT. PANCA GLOBAL KAPITAL TBK,CP,L,,INDONESIA,264900000,0.0,264900000,2.94,Armidian Karyatama,Panca Global Kapital,2026-04-02
2026-03-31,ARMY,ARMIDIAN KARYATAMA Tbk,REKSA DANA EMCO GROWTH FUND,MF,L,,INDONESIA,245515900,0.0,245515900,2.73,Armidian Karyatama,Reksa Dana Emco Growth,2026-04-02
2026-03-31,ARMY,ARMIDIAN KARYATAMA Tbk,PT Yuanta Sekuritas Indonesia,SC,L,,INDONESIA,243314500,0.0,243314500,2.7,Armidian Karyatama,Yuanta Sekuritas Indonesia,2026-04-02
2026-03-31,ARMY,ARMIDIAN KARYATAMA Tbk,ZICO TRUST (S) LTD AS TRUSTEE OF PROMETHEA STRATEGIC FUND,,,,,0,220414500.0,220414500,2.45,Armidian Karyatama,Zico (s) As Trustee Of Promethea Strategic,2026-04-02
2026-03-31,ARMY,ARMIDIAN KARYATAMA Tbk,REKSA DANA SYARIAH EMCO SAHAM SYARIAH BAROKAH,MF,L,,INDONESIA,213074400,0.0,213074400,2.37,Armidian Karyatama,Reksa Dana Syariah Emco Saham Syariah Barokah,2026-04-02
2026-03-31,ARMY,ARMIDIAN KARYATAMA Tbk,"CAPITAL LIFE SYARIAH, PT",IS,L,,INDONESIA,180000000,0.0,180000000,2.0,Armidian Karyatama,Capital Life Syariah,2026-04-02
2026-03-31,ARMY,ARMIDIAN KARYATAMA Tbk,HENDRA HASAN KUSTARJO,ID,L,INDONESIAN,INDONESIA,156250000,0.0,156250000,1.73,Armidian Karyatama,Hendra Hasan Kustarjo,2026-04-02
2026-03-31,ARMY,ARMIDIAN KARYATAMA Tbk,YOHANES HALIM,ID,L,INDONESIAN,INDONESIA,138274500,0.0,138274500,1.54,Armidian Karyatama,Yohanes Halim,2026-04-02
2026-03-31,ARMY,ARMIDIAN KARYATAMA Tbk,ARIEF EFFENDI,ID,L,INDONESIAN,INDONESIA,134997800,0.0,134997800,1.5,Armidian Karyatama,Arief Effendi,2026-04-02
2026-03-31,ARMY,ARMIDIAN KARYATAMA Tbk,REKSA DANA SAHAM EMCO PESONA,MF,L,,INDONESIA,120525400,0.0,120525400,1.34,Armidian Karyatama,Reksa Dana Saham Emco Pesona,2026-04-02
2026-03-31,ARMY,ARMIDIAN KARYATAMA Tbk,PT SEJAHTERA MAHKOTA PERSADA,CP,L,,INDONESIA,98800000,0.0,98800000,1.1,Armidian Karyatama,Sejahtera Mahkota Persada,2026-04-02
2026-03-31,ARMY,ARMIDIAN KARYATAMA Tbk,PT. VICTORIA MANAJEMEN INVESTASI,SC,L,,INDONESIA,93115626,0.0,93115626,1.03,Armidian Karyatama,Victoria Manajemen Investasi,2026-04-02
2026-03-31,ARNA,ARWANA CITRAMULIA Tbk,TANDEAN RUSTANDY,ID,L,INDONESIAN,INDONESIA,2739979400,0.0,2739979400,37.32,Arwana Citramulia,Tandean Rustandy,2026-04-02
2026-03-31,ARNA,ARWANA CITRAMULIA Tbk,PT SUPRAKREASI ERADINAMIKA,CP,L,,INDONESIA,1092869700,0.0,1092869700,14.89,Arwana Citramulia,Suprakreasi Eradinamika,2026-04-02
2026-03-31,ARNA,ARWANA CITRAMULIA Tbk,FIDELITY FUNDS,MF,F,,LUXEMBOURG,543645300,0.0,543645300,7.41,Arwana Citramulia,Fidelity,2026-04-02
2026-03-31,ARNA,ARWANA CITRAMULIA Tbk,SUSAN SUJANTO,ID,L,INDONESIAN,INDONESIA,360000000,0.0,360000000,4.9,Arwana Citramulia,Susan Sujanto,2026-04-02
2026-03-31,ARNA,ARWANA CITRAMULIA Tbk,"PT ARWANA CITRAMULIA, Tbk",CP,L,,INDONESIA,314948400,0.0,314948400,4.29,Arwana Citramulia,Arwana Citramulia,2026-04-02
2026-03-31,ARNA,ARWANA CITRAMULIA Tbk,PANGOLIN INV MANAG PTE LTD-PANGOLIN ASIA FUND,IB,F,,CAYMAN ISLANDS,213282900,0.0,213282900,2.91,Arwana Citramulia,Pangolin Inv Manag -pangolin Asia,2026-04-02
2026-03-31,ARNA,ARWANA CITRAMULIA Tbk,JPMCB NA RE - SWEDBANK ROBUR SMALL CAP EMERGING MARKETS,MF,F,,SWEDEN,205000000,0.0,205000000,2.79,Arwana Citramulia,Jpmcb Na Re - Swedbank Robur Small Cap Emerging Markets,2026-04-02
2026-03-31,ARNA,ARWANA CITRAMULIA Tbk,DBS BANK LTD S/A PEMBERTON ASIAN OPPORTUNITIES FUND,IB,F,,SINGAPORE,199941200,0.0,199941200,2.72,Arwana Citramulia,DBS,2026-04-02
2026-03-31,ARNA,ARWANA CITRAMULIA Tbk,JPMCB NA AIF CLT RE-FIDELITY ASIAN VALUES PLC,MF,F,,UNITED KINGDOM,190497700,0.0,190497700,2.59,Arwana Citramulia,Jpmcb Na Aif Clt Re-fidelity Asian Values Plc,2026-04-02
2026-03-31,ARNA,ARWANA CITRAMULIA Tbk,PT. AIA FINANCIAL,IS,L,,INDONESIA,149376100,0.0,149376100,2.03,Arwana Citramulia,Aia Financial,2026-04-02
2026-03-31,ARNA,ARWANA CITRAMULIA Tbk,EMPLOYEES PROVIDENT FUND BOARD,PF,F,,MALAYSIA,142802600,0.0,142802600,1.95,Arwana Citramulia,EPF Malaysia,2026-04-02
2026-03-31,ARNA,ARWANA CITRAMULIA Tbk,GOVERNMENT OF NORWAY,OT,F,,NORWAY,109174800,0.0,109174800,1.49,Arwana Citramulia,Gov Norway,2026-04-02
2026-03-31,ARNA,ARWANA CITRAMULIA Tbk,"UBS AG, LONDON",IB,F,,SWITZERLAND,99532928,0.0,99532928,1.36,Arwana Citramulia,UBS,2026-04-02
2026-03-31,ARTA,ARTHAVEST Tbk,"LUCAS, SH. CN",ID,L,INDONESIAN,INDONESIA,366858600,0.0,366858600,82.13,Arthavest,Lucas Cn,2026-04-02
2026-03-31,ARTA,ARTHAVEST Tbk,UNITED OVERSEAS BANK NOMINEES (PRIVATE) LIMITED,CP,F,,SINGAPORE,20000000,0.0,20000000,4.48,Arthavest,United Overseas Bank (private),2026-04-02
2026-03-31,ARTA,ARTHAVEST Tbk,PT. HANDAL CIPTA PERKASA,CP,L,,INDONESIA,18971200,0.0,18971200,4.25,Arthavest,Handal Cipta Perkasa,2026-04-02
2026-03-31,ARTA,ARTHAVEST Tbk,PT HARAPAN PERSADA RESOURCES,CP,L,,INDONESIA,17859300,0.0,17859300,4.0,Arthavest,Harapan Persada Resources,2026-04-02
2026-03-31,ARTA,ARTHAVEST Tbk,PT PANDU TEKNOLOGI INTEGRASI,CP,L,,INDONESIA,9315000,0.0,9315000,2.09,Arthavest,Pandu Teknologi Integrasi,2026-04-02
2026-03-31,ARTA,ARTHAVEST Tbk,UOB KAY HIAN PRIVATE LIMITED,SC,F,,SINGAPORE,5920500,0.0,5920500,1.33,Arthavest,Uob Kay Hian Private,2026-04-02
2026-03-31,ARTA,ARTHAVEST Tbk,PT. PUTRA MAS ANUGERAH,CP,L,,INDONESIA,5731400,0.0,5731400,1.28,Arthavest,Putra Mas Anugerah,2026-04-02
2026-03-31,ARTI,RATU PRABU ENERGI Tbk,"RATU PRABU, PT",CP,L,,INDONESIA,2591776837,0.0,2591776837,33.06,Ratu Prabu Energi,Ratu Prabu,2026-04-02
2026-03-31,ARTI,RATU PRABU ENERGI Tbk,DANA PENSIUN BUKIT ASAM,PF,L,,INDONESIA,735000000,0.0,735000000,9.38,Ratu Prabu Energi,Dana Pensiun Bukit Asam,2026-04-02
2026-03-31,ARTI,RATU PRABU ENERGI Tbk,PT. ASURANSI JIWA IFG,IS,L,,INDONESIA,349282000,0.0,349282000,4.46,Ratu Prabu Energi,Asuransi Jiwa Ifg,2026-04-02
2026-03-31,ARTI,RATU PRABU ENERGI Tbk,EDMUND SIEK,ID,L,INDONESIAN,INDONESIA,129617500,0.0,129617500,1.65,Ratu Prabu Energi,Edmund Siek,2026-04-02
2026-03-31,ARTI,RATU PRABU ENERGI Tbk,HERLINNA,ID,L,INDONESIAN,INDONESIA,125000000,0.0,125000000,1.59,Ratu Prabu Energi,Herlinna,2026-04-02
2026-03-31,ARTI,RATU PRABU ENERGI Tbk,PRADNANDO A RONOAMISENO,ID,L,INDONESIAN,,120463000,0.0,120463000,1.54,Ratu Prabu Energi,Pradnando A Ronoamiseno,2026-04-02
2026-03-31,ARTI,RATU PRABU ENERGI Tbk,TANDI ISWANDI,ID,L,INDONESIAN,INDONESIA,96992600,0.0,96992600,1.24,Ratu Prabu Energi,Tandi Iswandi,2026-04-02
2026-03-31,ARTO,BANK JAGO Tbk,"METAMORFOSIS EKOSISTEM INDONESIA, PT",CP,L,,INDONESIA,3991415625,138562500.0,4129978125,29.79,Bank Jago,Metamorfosis Ekosistem Indonesia,2026-04-02
2026-03-31,ARTO,BANK JAGO Tbk,PT DOMPET KARYA ANAK BANGSA,CP,L,,INDONESIA,2965745000,0.0,2965745000,21.4,Bank Jago,Dompet Karya Anak Bangsa,2026-04-02
2026-03-31,ARTO,BANK JAGO Tbk,WEALTH TRACK TECHNOLOGY LIMITED,IB,F,,HONG KONG,1619309375,0.0,1619309375,11.68,Bank Jago,Wealth Track Technology,2026-04-02
2026-03-31,ARTO,BANK JAGO Tbk,GOVERNMENT OF SINGAPORE,OT,F,,SINGAPORE,1148207249,0.0,1148207249,8.28,Bank Jago,Gov Singapore,2026-04-02
2026-03-31,ARTO,BANK JAGO Tbk,EPHESUS UNITED CORP,CP,F,,"VIRGIN ISLANDS, BRITISH",528073653,0.0,528073653,3.81,Bank Jago,Ephesus United,2026-04-02
2026-03-31,ARTO,BANK JAGO Tbk,JETWAY WEALTH MANAGEMENT LIMITED,CP,F,,CAYMAN ISLANDS,480227700,0.0,480227700,3.46,Bank Jago,Jetway Wealth Management,2026-04-02
2026-03-31,ARTO,BANK JAGO Tbk,ARTO HARDY,ID,L,INDONESIAN,INDONESIA,174548050,0.0,174548050,1.26,Bank Jago,Arto Hardy,2026-04-02
2026-03-31,ASBI,ASURANSI BINTANG Tbk,PT SRIHANA UTAMA,CP,L,,INDONESIA,123522776,0.0,123522776,35.46,Asuransi Bintang,Srihana Utama,2026-04-02
2026-03-31,ASBI,ASURANSI BINTANG Tbk,PT NGRUMAT BONDO UTOMO,CP,L,,INDONESIA,87302164,0.0,87302164,25.06,Asuransi Bintang,Ngrumat Bondo Utomo,2026-04-02
2026-03-31,ASBI,ASURANSI BINTANG Tbk,PT.WARISAN KASIH BUNDA,CP,L,,INDONESIA,81653688,0.0,81653688,23.44,Asuransi Bintang,Warisan Kasih Bunda,2026-04-02
2026-03-31,ASBI,ASURANSI BINTANG Tbk,PT. ASURANSI BANGUN ASKRIDA,IS,L,,INDONESIA,13389100,0.0,13389100,3.84,Asuransi Bintang,Asuransi Bangun Askrida,2026-04-02
2026-03-31,ASBI,ASURANSI BINTANG Tbk,PT. Kosa Ikibari Wira,CP,L,,INDONESIA,10147788,0.0,10147788,2.91,Asuransi Bintang,Kosa Ikibari Wira,2026-04-02
2026-03-31,ASBI,ASURANSI BINTANG Tbk,PT PANGESTU INVESTA,CP,L,,INDONESIA,5403856,0.0,5403856,1.55,Asuransi Bintang,Pangestu Investa,2026-04-02
2026-03-31,ASBI,ASURANSI BINTANG Tbk,PT AMANDAMAI ARTHAKITA JAGASELAMA,CP,L,,INDONESIA,4558599,0.0,4558599,1.31,Asuransi Bintang,Amandamai Arthakita Jagaselama,2026-04-02
