DATE,SHARE_CODE,ISSUER_NAME,INVESTOR_NAME,INVESTOR_TYPE,LOCAL_FOREIGN,NATIONALITY,DOMICILE,HOLDINGS_SCRIPLESS,HOLDINGS_SCRIP,TOTAL_HOLDING_SHARES,PERCENTAGE,ISSUER_NAME_CLEAN,INVESTOR_NAME_CLEAN,SOURCE_DATE_STR
2026-02-27,IPPE,INDO PURECO PRATAMA Tbk,"LEMBUR SADAYA INVESTAMA, PT",CP,D,,INDONESIA,1620000000,0,1620000000,35.22,Indo Pureco Pratama,Lembur Sadaya Investama,2026-03-10
2026-02-27,IPPE,INDO PURECO PRATAMA Tbk,PT SUMBER SENTOSA ADIKARYA,CP,D,,INDONESIA,280000000,0,280000000,6.09,Indo Pureco Pratama,Sumber Sentosa Adikarya,2026-03-10
2026-02-27,IPPE,INDO PURECO PRATAMA Tbk,ASEP SULAEMAN SABANDA,ID,D,INDONESIAN,INDONESIA,239705900,0,239705900,5.21,Indo Pureco Pratama,Asep Sulaeman Sabanda,2026-03-10
2026-02-27,IPPE,INDO PURECO PRATAMA Tbk,PT PENDANAAN EFEK INDONESIA,CP,D,,INDONESIA,215292200,0,215292200,4.68,Indo Pureco Pratama,Pendanaan Efek Indonesia,2026-03-10
2026-02-27,IPPE,INDO PURECO PRATAMA Tbk,HENRY SINANTA,ID,D,INDONESIAN,INDONESIA,146888800,0,146888800,3.19,Indo Pureco Pratama,Henry Sinanta,2026-03-10
2026-02-27,IPPE,INDO PURECO PRATAMA Tbk,UJANG ROJIMAN,ID,D,INDONESIAN,INDONESIA,100959100,0,100959100,2.19,Indo Pureco Pratama,Ujang Rojiman,2026-03-10
2026-02-27,IPPE,INDO PURECO PRATAMA Tbk,MUHAMMAD SAUFI AFLIGA,ID,D,INDONESIAN,INDONESIA,99484800,0,99484800,2.16,Indo Pureco Pratama,Muhammad Saufi Afliga,2026-03-10
2026-02-27,IPPE,INDO PURECO PRATAMA Tbk,EKO APRILIANTO,ID,D,INDONESIAN,INDONESIA,76816400,0,76816400,1.67,Indo Pureco Pratama,Eko Aprilianto,2026-03-10
2026-02-27,IPPE,INDO PURECO PRATAMA Tbk,MUHAMMAD KHAIDAR ASFAT,ID,D,INDONESIAN,INDONESIA,66250600,0,66250600,1.44,Indo Pureco Pratama,Muhammad Khaidar Asfat,2026-03-10
2026-02-27,IPPE,INDO PURECO PRATAMA Tbk,PT.CIPTA IHYA NUSANTARA,CP,D,,INDONESIA,60000000,0,60000000,1.3,Indo Pureco Pratama,Cipta Ihya Nusantara,2026-03-10
2026-02-27,IPPE,INDO PURECO PRATAMA Tbk,AGNES DYKE PEKERTI,ID,D,INDONESIAN,INDONESIA,56882900,0,56882900,1.24,Indo Pureco Pratama,Agnes Dyke Pekerti,2026-03-10
2026-02-27,IPPE,INDO PURECO PRATAMA Tbk,PT BERKAH MULTI BETON,CP,D,,INDONESIA,46400000,0,46400000,1.01,Indo Pureco Pratama,Berkah Multi Beton,2026-03-10
2026-02-27,IPTV,MNC VISION NETWORKS Tbk,PT GLOBAL MEDIACOM TBK,CP,D,,INDONESIA,26485731319,0,26485731319,62.77,Mnc Vision Networks,Global Mediacom,2026-03-10
2026-02-27,IPTV,MNC VISION NETWORKS Tbk,UOB KAY HIAN (HONG KONG) LTD,SC,F,,HONG KONG,2808673600,0,2808673600,6.66,Mnc Vision Networks,Uob Kay Hian (hong Kong),2026-03-10
2026-02-27,IPTV,MNC VISION NETWORKS Tbk,Meivel Holdings Corporation,OT,F,,BRITISH INDIAN OCEAN TERRITORY,1311468300,0,1311468300,3.11,Mnc Vision Networks,Meivel Holdings,2026-03-10
2026-02-27,IPTV,MNC VISION NETWORKS Tbk,INFOKOM ELEKTRINDO PT,CP,D,,INDONESIA,1086000000,0,1086000000,2.57,Mnc Vision Networks,Infokom Elektrindo,2026-03-10
2026-02-27,IPTV,MNC VISION NETWORKS Tbk,IRAWAN HOSEA,ID,D,INDONESIAN,INDONESIA,874605600,0,874605600,2.07,Mnc Vision Networks,Irawan Hosea,2026-03-10
2026-02-27,IPTV,MNC VISION NETWORKS Tbk,STARLIGHT LTD,CP,F,,UNITED ARAB EMIRATES,745452600,0,745452600,1.77,Mnc Vision Networks,Starlight,2026-03-10
2026-02-27,IPTV,MNC VISION NETWORKS Tbk,LITERATI CAPITAL INVESTMENTS LIMITED,CP,F,,"VIRGIN ISLANDS, BRITISH",733514222,0,733514222,1.74,Mnc Vision Networks,Literati Capital Investments,2026-03-10
2026-02-27,IPTV,MNC VISION NETWORKS Tbk,RELIANCEVER HOLDINGS INC,OT,F,,"VIRGIN ISLANDS, BRITISH",710350745,0,710350745,1.68,Mnc Vision Networks,Reliancever Holdings,2026-03-10
2026-02-27,IPTV,MNC VISION NETWORKS Tbk,SMART EMPIRE GROUP LTD,OT,F,,"VIRGIN ISLANDS, U.S.",633541200,0,633541200,1.5,Mnc Vision Networks,Smart Empire Group,2026-03-10
2026-02-27,IRRA,ITAMA RANORAYA Tbk,PT GLOBAL DINAMIKA KENCANA,CP,D,,INDONESIA,1260502200,0,1260502200,78.78,Itama Ranoraya,Global Dinamika Kencana,2026-03-10
2026-02-27,IRRA,ITAMA RANORAYA Tbk,PT ITAMA RANORAYA TBK,CP,D,,INDONESIA,92182600,0,92182600,5.76,Itama Ranoraya,Itama Ranoraya,2026-03-10
2026-02-27,IRRA,ITAMA RANORAYA Tbk,PT GLOBAL DINAMIKA KENCANA SINGAPORE PTE. LTD.,CP,F,,SINGAPORE,34661625,0,34661625,2.17,Itama Ranoraya,Global Dinamika Kencana Singapore,2026-03-10
2026-02-27,IRRA,ITAMA RANORAYA Tbk,PT NEUMEDIK JAYA,CP,D,,INDONESIA,19461675,0,19461675,1.22,Itama Ranoraya,Neumedik Jaya,2026-03-10
2026-02-27,IRSX,FOLAGO GLOBAL NUSANTARA Tbk,PT MATRA TRI ABADI,CP,D,,INDONESIA,3930307000,0,3930307000,63.44,Folago Global Nusantara,Matra Tri Abadi,2026-03-10
2026-02-27,IRSX,FOLAGO GLOBAL NUSANTARA Tbk,TAN KARYANTO,ID,D,INDONESIAN,INDONESIA,125000000,0,125000000,2.02,Folago Global Nusantara,Tan Karyanto,2026-03-10
2026-02-27,IRSX,FOLAGO GLOBAL NUSANTARA Tbk,MARLA ANGELINA,ID,D,INDONESIAN,INDONESIA,121704200,0,121704200,1.96,Folago Global Nusantara,Marla Angelina,2026-03-10
2026-02-27,IRSX,FOLAGO GLOBAL NUSANTARA Tbk,ADITYA HARTAWAN,ID,D,INDONESIAN,INDONESIA,102829600,0,102829600,1.66,Folago Global Nusantara,Aditya Hartawan,2026-03-10
2026-02-27,ISAP,ISRA PRESISI INDONESIA Tbk,PT. DUA PUTRA BERSINERGI,CP,D,,INDONESIA,2025940000,0,2025940000,50.39,Isra Presisi Indonesia,Dua Putra Bersinergi,2026-03-10
2026-02-27,ISAP,ISRA PRESISI INDONESIA Tbk,SUKADI,ID,D,INDONESIAN,INDONESIA,60000000,0,60000000,1.49,Isra Presisi Indonesia,Sukadi,2026-03-10
2026-02-27,ISAP,ISRA PRESISI INDONESIA Tbk,HERI SANTOSO LIEM,ID,D,INDONESIAN,INDONESIA,57261800,0,57261800,1.42,Isra Presisi Indonesia,Heri Santoso Liem,2026-03-10
2026-02-27,ISAT,INDOSAT Tbk,OOREDOO HUTCHISON ASIA PTE. LTD.,OT,F,,SINGAPORE,21170843008,0,21170843008,65.64,Indosat,Ooredoo Hutchison Asia,2026-03-10
2026-02-27,ISAT,INDOSAT Tbk,PERUSAHAAN PENGELOLA ASET (PERSERO),CP,D,,INDONESIA,3106499996,0,3106499996,9.63,Indosat,Perusahaan Pengelola Aset (persero),2026-03-10
2026-02-27,ISAT,INDOSAT Tbk,PT TIGA TELEKOMUNIKASI INDONESIA,CP,D,,INDONESIA,2687020352,0,2687020352,8.33,Indosat,Tiga Telekomunikasi Indonesia,2026-03-10
2026-02-27,ISAT,INDOSAT Tbk,SMALLCAP WORLD FUND INC.,MF,F,,UNITED STATES,692740257,0,692740257,2.15,Indosat,Smallcap World,2026-03-10
2026-02-27,ISAT,INDOSAT Tbk,NS INDIGO 3 LIMITED,CP,F,,CAYMAN ISLANDS,523440000,0,523440000,1.62,Indosat,Ns Indigo 3,2026-03-10
2026-02-27,ISAT,INDOSAT Tbk,EMPLOYEES PROVIDENT FUND BOARD,PF,F,,MALAYSIA,406436100,0,406436100,1.26,Indosat,EPF Malaysia,2026-03-10
2026-02-27,ISEA,INDO AMERICAN SEAFOODS Tbk,INDO AMERICAN FOODS,CP,D,,,0,962500000,962500000,69.24,Indo American Seafoods,Indo American Foods,2026-03-10
2026-02-27,ISEA,INDO AMERICAN SEAFOODS Tbk,SAIMI SALEH,ID,D,INDONESIAN,INDONESIA,0,82500000,82500000,5.94,Indo American Seafoods,Saimi Saleh,2026-03-10
2026-02-27,ISEA,INDO AMERICAN SEAFOODS Tbk,IBNU SYENA ALFITRA,ID,D,INDONESIAN,INDONESIA,102000,55000000,55102000,3.96,Indo American Seafoods,Ibnu Syena Alfitra,2026-03-10
2026-02-27,ISEA,INDO AMERICAN SEAFOODS Tbk,SANTOSO CHALID,ID,D,INDONESIAN,INDONESIA,28383100,0,28383100,2.04,Indo American Seafoods,Santoso Chalid,2026-03-10
2026-02-27,ISSP,STEEL PIPE INDUSTRY OF INDONESIA Tbk,PT CAKRA BHAKTI PARA PUTRA,CP,D,,INDONESIA,125562800,4020063930,4145626730,57.69,Steel Pipe Industry Of Indonesia,Cakra Bhakti Para Putra,2026-03-10
2026-02-27,ISSP,STEEL PIPE INDUSTRY OF INDONESIA Tbk,DBS BANK LTD S/A PEMBERTON ASIAN OPPORTUNITIES FUND,IB,F,,SINGAPORE,487740700,0,487740700,6.79,Steel Pipe Industry Of Indonesia,DBS,2026-03-10
2026-02-27,ISSP,STEEL PIPE INDUSTRY OF INDONESIA Tbk,NATHANNIEL SEBASTHIAN,ID,D,INDONESIAN,INDONESIA,355164422,0,355164422,4.94,Steel Pipe Industry Of Indonesia,Nathanniel Sebasthian,2026-03-10
2026-02-27,ISSP,STEEL PIPE INDUSTRY OF INDONESIA Tbk,HANDAJA SUSANTO,ID,D,INDONESIAN,INDONESIA,327557100,0,327557100,4.56,Steel Pipe Industry Of Indonesia,Handaja Susanto,2026-03-10
2026-02-27,ISSP,STEEL PIPE INDUSTRY OF INDONESIA Tbk,IRAWANTY SUSANTO,ID,D,INDONESIAN,INDONESIA,300024163,0,300024163,4.18,Steel Pipe Industry Of Indonesia,Irawanty Susanto,2026-03-10
2026-02-27,ISSP,STEEL PIPE INDUSTRY OF INDONESIA Tbk,HSBC LTD-SINGAPORE BRANCH PRIVATE BANKING DIVISION ACCOUNT CLIENTS,CP,F,,SINGAPORE,176383662,0,176383662,2.45,Steel Pipe Industry Of Indonesia,Hsbc -singapore Branch Private Banking Division,2026-03-10
2026-02-27,ISSP,STEEL PIPE INDUSTRY OF INDONESIA Tbk,LIE EFFENDI HARSONO,ID,D,INDONESIAN,INDONESIA,158370000,0,158370000,2.2,Steel Pipe Industry Of Indonesia,Lie Effendi Harsono,2026-03-10
2026-02-27,ISSP,STEEL PIPE INDUSTRY OF INDONESIA Tbk,PT. STEEL PIPE INDUSTRY OF INDONESIA Tbk,CP,D,,INDONESIA,134513600,0,134513600,1.87,Steel Pipe Industry Of Indonesia,Steel Pipe Industry Of Indonesia,2026-03-10
2026-02-27,ISSP,STEEL PIPE INDUSTRY OF INDONESIA Tbk,AHLI WARIS ALM THE TJAHJONO TEDJO KOESOEMO,,,,,0,126436750,126436750,1.76,Steel Pipe Industry Of Indonesia,Ahli Waris Alm The Tjahjono Tedjo Koesoemo,2026-03-10
2026-02-27,ISSP,STEEL PIPE INDUSTRY OF INDONESIA Tbk,JFE STEEL CORPORATION,CP,F,,JAPAN,106646860,0,106646860,1.48,Steel Pipe Industry Of Indonesia,Jfe Steel,2026-03-10
2026-02-27,ISSP,STEEL PIPE INDUSTRY OF INDONESIA Tbk,NANCY MEISISCA HALIM,ID,D,INDONESIAN,INDONESIA,89176100,0,89176100,1.24,Steel Pipe Industry Of Indonesia,Nancy Meisisca Halim,2026-03-10
2026-02-27,ITIC,INDONESIAN TOBACCO Tbk,DJONNY SAKSONO,ID,D,INDONESIAN,INDONESIA,42370800,600660000,643030800,68.36,Indonesian Tobacco,Djonny Saksono,2026-03-10
2026-02-27,ITIC,INDONESIAN TOBACCO Tbk,ANUGERAH INVESTINDO NUSANTARA,OT,D,,,0,66000000,66000000,7.02,Indonesian Tobacco,Anugerah Investindo Nusantara,2026-03-10
2026-02-27,ITIC,INDONESIAN TOBACCO Tbk,ANN JESSICA CHAN,ID,F,CANADIAN,SINGAPORE,36470300,0,36470300,3.88,Indonesian Tobacco,Ann Jessica Chan,2026-03-10
2026-02-27,ITIC,INDONESIAN TOBACCO Tbk,AMY VICTORIA CHAN,ID,F,CANADIAN,SINGAPORE,35681800,0,35681800,3.79,Indonesian Tobacco,Amy Victoria Chan,2026-03-10
2026-02-27,ITIC,INDONESIAN TOBACCO Tbk,HERMINE CHAN PIK CHUAN,ID,F,SINGAPOREAN,SINGAPORE,13227600,0,13227600,1.41,Indonesian Tobacco,Hermine Chan Pik Chuan,2026-03-10
2026-02-27,ITIC,INDONESIAN TOBACCO Tbk,LILIK LIEK YANG CHAN,ID,F,CANADIAN,CANADA,11394200,0,11394200,1.21,Indonesian Tobacco,Lilik Liek Yang Chan,2026-03-10
2026-02-27,ITIC,INDONESIAN TOBACCO Tbk,DEREK LANGE,ID,F,SINGAPOREAN,SINGAPORE,9702200,0,9702200,1.03,Indonesian Tobacco,Derek Lange,2026-03-10
2026-02-27,ITMA,SUMBER ENERGI ANDALAN Tbk,PT ASTRINDO NUSANTARA INFRASTRUKTUR TBK,CP,D,,INDONESIA,418560000,0,418560000,41.9,Sumber Energi Andalan,Astrindo Nusantara Infrastruktur,2026-03-10
2026-02-27,ITMA,SUMBER ENERGI ANDALAN Tbk,"FERSINDO NUSA JAYA, PT",CP,D,,INDONESIA,123440800,0,123440800,12.36,Sumber Energi Andalan,Fersindo Nusa Jaya,2026-03-10
2026-02-27,ITMA,SUMBER ENERGI ANDALAN Tbk,PT TRUKINDO PERSADA SEJAHTERA,CP,D,,INDONESIA,62725600,0,62725600,6.28,Sumber Energi Andalan,Trukindo Persada Sejahtera,2026-03-10
2026-02-27,ITMA,SUMBER ENERGI ANDALAN Tbk,"MAJUKARYA MANDIRI INDONESIA, PT",CP,D,,INDONESIA,56717605,0,56717605,5.68,Sumber Energi Andalan,Majukarya Mandiri Indonesia,2026-03-10
2026-02-27,ITMA,SUMBER ENERGI ANDALAN Tbk,"BERSAMA JAYA SOLUSI, PT",CP,D,,INDONESIA,43609900,0,43609900,4.37,Sumber Energi Andalan,Bersama Jaya Solusi,2026-03-10
2026-02-27,ITMA,SUMBER ENERGI ANDALAN Tbk,PT DANATAMA MAKMUR SEKURITAS,SC,D,,INDONESIA,37855400,0,37855400,3.79,Sumber Energi Andalan,Danatama Makmur Sekuritas,2026-03-10
2026-02-27,ITMA,SUMBER ENERGI ANDALAN Tbk,PT DELTA ROYAL SEJAHTERA,CP,D,,INDONESIA,29300000,0,29300000,2.93,Sumber Energi Andalan,Delta Royal Sejahtera,2026-03-10
2026-02-27,ITMA,SUMBER ENERGI ANDALAN Tbk,"Tesco International Capital, PT",CP,D,,INDONESIA,25925695,0,25925695,2.6,Sumber Energi Andalan,Tesco International Capital,2026-03-10
2026-02-27,ITMA,SUMBER ENERGI ANDALAN Tbk,FLORENCE SENDJAJA,ID,D,INDONESIAN,INDONESIA,24970700,0,24970700,2.5,Sumber Energi Andalan,Florence Sendjaja,2026-03-10
2026-02-27,ITMA,SUMBER ENERGI ANDALAN Tbk,PT DANATAMA KAPITAL INVESTAMA,CP,D,,INDONESIA,21440900,0,21440900,2.15,Sumber Energi Andalan,Danatama Kapital Investama,2026-03-10
2026-02-27,ITMA,SUMBER ENERGI ANDALAN Tbk,Zurich Assets International Ltd,CP,F,,CAPE VERDE,14563800,0,14563800,1.46,Sumber Energi Andalan,Zurich Assets International,2026-03-10
2026-02-27,ITMA,SUMBER ENERGI ANDALAN Tbk,BONAVENTURA LUKITA,ID,D,INDONESIAN,INDONESIA,11871900,0,11871900,1.19,Sumber Energi Andalan,Bonaventura Lukita,2026-03-10
2026-02-27,ITMA,SUMBER ENERGI ANDALAN Tbk,PT SOLUSI KARYA SUKSES,CP,D,,INDONESIA,11368900,0,11368900,1.14,Sumber Energi Andalan,Solusi Karya Sukses,2026-03-10
2026-02-27,ITMG,INDO TAMBANGRAYA MEGAH Tbk,BANPU MINERALS (SINGAPORE)PRIVATE LIMITED,CP,F,,,0,736071000,736071000,65.14,Indo Tambangraya Megah,Banpu Minerals (singapore)private,2026-03-10
2026-02-27,ITMG,INDO TAMBANGRAYA MEGAH Tbk,DUNROSS AND CO SA SICAV SIF,MF,F,,LUXEMBOURG,19000000,0,19000000,1.68,Indo Tambangraya Megah,Dunross And Sa Sicav Sif,2026-03-10
2026-02-27,ITMG,INDO TAMBANGRAYA MEGAH Tbk,PT INDO TAMBANGRAYA MEGAH TBK,CP,D,,INDONESIA,15025900,0,15025900,1.33,Indo Tambangraya Megah,Indo Tambangraya Megah,2026-03-10
2026-02-27,ITMG,INDO TAMBANGRAYA MEGAH Tbk,DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,IS,D,,INDONESIA,11847100,0,11847100,1.05,Indo Tambangraya Megah,BPJS Ketenagakerjaan,2026-03-10
2026-02-27,JARR,JHONLIN AGRO RAYA Tbk,ESHAN AGRO SENTOSA PT,,,,,0,7997556204,7997556204,86.64,Jhonlin Agro Raya,Eshan Agro Sentosa,2026-03-10
2026-02-27,JARR,JHONLIN AGRO RAYA Tbk,PT BARAMEGA CITRA MULIA PERSADA,CP,D,,INDONESIA,251353850,0,251353850,2.72,Jhonlin Agro Raya,Baramega Citra Mulia Persada,2026-03-10
2026-02-27,JARR,JHONLIN AGRO RAYA Tbk,WELLY SUSANTO,ID,D,INDONESIAN,INDONESIA,249398800,0,249398800,2.7,Jhonlin Agro Raya,Welly Susanto,2026-03-10
2026-02-27,JARR,JHONLIN AGRO RAYA Tbk,"JUNAIDI SH, LLM",ID,D,INDONESIAN,INDONESIA,231272600,0,231272600,2.51,Jhonlin Agro Raya,Junaidi Llm,2026-03-10
2026-02-27,JARR,JHONLIN AGRO RAYA Tbk,GT.DENNY RAMDHANI,ID,D,INDONESIAN,INDONESIA,145666300,0,145666300,1.58,Jhonlin Agro Raya,Gtdenny Ramdhani,2026-03-10
2026-02-27,JARR,JHONLIN AGRO RAYA Tbk,HARIONO,ID,D,INDONESIAN,INDONESIA,100398550,0,100398550,1.09,Jhonlin Agro Raya,Hariono,2026-03-10
2026-02-27,JAST,JASNITA TELEKOMINDO Tbk,UOB KAY HIAN PRIVATE LIMITED,SC,F,,SINGAPORE,324263786,0,324263786,29.95,Jasnita Telekomindo,Uob Kay Hian Private,2026-03-10
2026-02-27,JAST,JASNITA TELEKOMINDO Tbk,PT JAST INFOTEK GRUP,CP,D,,INDONESIA,219941120,0,219941120,20.32,Jasnita Telekomindo,Jast Infotek Grup,2026-03-10
2026-02-27,JAST,JASNITA TELEKOMINDO Tbk,YENTORO,ID,D,INDONESIAN,INDONESIA,45883300,0,45883300,4.24,Jasnita Telekomindo,Yentoro,2026-03-10
2026-02-27,JAST,JASNITA TELEKOMINDO Tbk,KRISTINA DWI SURYANI PANGERAPAN,ID,D,INDONESIAN,INDONESIAN,0,22950000,22950000,2.12,Jasnita Telekomindo,Kristina Dwi Suryani Pangerapan,2026-03-10
2026-02-27,JAST,JASNITA TELEKOMINDO Tbk,HENRY,ID,D,INDONESIAN,INDONESIA,20961000,0,20961000,1.94,Jasnita Telekomindo,Henry,2026-03-10
2026-02-27,JAST,JASNITA TELEKOMINDO Tbk,ANANTO,ID,D,INDONESIAN,INDONESIA,13050600,0,13050600,1.21,Jasnita Telekomindo,Ananto,2026-03-10
2026-02-27,JATI,INFORMASI TEKNOLOGI INDONESIA Tbk,PT JATI PIRANTI SOLUSINDO,,,,,0,2088000000,2088000000,64.0,Informasi Teknologi Indonesia,Jati Piranti Solusindo,2026-03-10
2026-02-27,JATI,INFORMASI TEKNOLOGI INDONESIA Tbk,PT AMANAH AYAH ANAK,,,,,0,522000000,522000000,16.0,Informasi Teknologi Indonesia,Amanah Ayah Anak,2026-03-10
2026-02-27,JATI,INFORMASI TEKNOLOGI INDONESIA Tbk,"CHANDHAR CAPITAL PREMIER, PT",CP,D,,INDONESIA,160000000,0,160000000,4.9,Informasi Teknologi Indonesia,Chandhar Capital Premier,2026-03-10
2026-02-27,JATI,INFORMASI TEKNOLOGI INDONESIA Tbk,FRANKY CHANDRA,ID,D,INDONESIAN,INDONESIA,82732400,0,82732400,2.54,Informasi Teknologi Indonesia,Franky Chandra,2026-03-10
2026-02-27,JAWA,JAYA AGRA WATTIE Tbk,UOB KAY HIAN PTE LTD A/C UNITED OVERSEAS BANK A/C PT SARANA AGRO INVESTAMA,CP,D,,INDONESIA,15015345027,0,15015345027,92.5,Jaya Agra Wattie,Uob Kay Hian United Overseas Bank Sarana Agro Investama,2026-03-10
2026-02-27,JAWA,JAYA AGRA WATTIE Tbk,"BUMI SURYA KENCANA, PT",CP,D,,INDONESIA,646089700,0,646089700,3.98,Jaya Agra Wattie,Bumi Surya Kencana,2026-03-10
2026-02-27,JAWA,JAYA AGRA WATTIE Tbk,DEUTSCHE BK AG (PRIVATE BANKING) SPORE WM CLIENT,IB,F,,SINGAPORE,169603500,0,169603500,1.04,Jaya Agra Wattie,Deutsche Bk Ag (private Banking) Spore Wm,2026-03-10
2026-02-27,JAYA,ARMADA BERJAYA TRANS Tbk,"PRIMA GLOBALINDO LOGISTIK TBK, PT",CP,D,,INDONESIA,365597400,0,365597400,45.79,Armada Berjaya Trans,Prima Globalindo Logistik,2026-03-10
2026-02-27,JAYA,ARMADA BERJAYA TRANS Tbk,DARMAWAN SURYADI SM,ID,D,INDONESIAN,INDONESIA,167650830,0,167650830,21.0,Armada Berjaya Trans,Darmawan Suryadi Sm,2026-03-10
2026-02-27,JAYA,ARMADA BERJAYA TRANS Tbk,JAP ASTRID PATRICIA,ID,D,INDONESIAN,INDONESIA,60084465,0,60084465,7.52,Armada Berjaya Trans,Jap Astrid Patricia,2026-03-10
2026-02-27,JAYA,ARMADA BERJAYA TRANS Tbk,BELVIN TANNADI,ID,D,INDONESIAN,INDONESIA,46912900,0,46912900,5.88,Armada Berjaya Trans,Belvin Tannadi,2026-03-10
2026-02-27,JAYA,ARMADA BERJAYA TRANS Tbk,SUWARTA,ID,D,INDONESIAN,INDONESIA,12366300,0,12366300,1.55,Armada Berjaya Trans,Suwarta,2026-03-10
2026-02-27,JECC,JEMBO CABLE COMPANY Tbk,PT MONASPERMATA PERSADA,CP,D,,INDONESIA,459575000,40000000,499575000,66.08,Jembo Cable Company,Monaspermata Persada,2026-03-10
2026-02-27,JECC,JEMBO CABLE COMPANY Tbk,PT. INDOLIFE PENSIONTAMA,IS,D,,INDONESIA,132891500,0,132891500,17.58,Jembo Cable Company,Indolife Pensiontama,2026-03-10
2026-02-27,JECC,JEMBO CABLE COMPANY Tbk,PT JEMBO CABLE COMPANY TBK.,CP,D,,INDONESIA,49050000,0,49050000,6.49,Jembo Cable Company,Jembo Cable Company,2026-03-10
2026-02-27,JECC,JEMBO CABLE COMPANY Tbk,MERRYANAWATI ANWAR,ID,D,INDONESIAN,,17457400,0,17457400,2.31,Jembo Cable Company,Merryanawati Anwar,2026-03-10
2026-02-27,JECC,JEMBO CABLE COMPANY Tbk,DPK INDOCEMENT T.P,PF,D,,INDONESIA,16688800,0,16688800,2.21,Jembo Cable Company,Dpk Indocement Tp,2026-03-10
2026-02-27,JECC,JEMBO CABLE COMPANY Tbk,PT ASURANSI JIWA CENTRAL ASIA RAYA,IS,D,,INDONESIA,13978800,0,13978800,1.85,Jembo Cable Company,Asuransi Jiwa Central Asia Raya,2026-03-10
2026-02-27,JECC,JEMBO CABLE COMPANY Tbk,MERRILL LYNCH PIERCE FENNER AND SMITH,CP,F,,,0,10000000,10000000,1.32,Jembo Cable Company,Merrill Lynch Pierce Fenner And Smith,2026-03-10
2026-02-27,JGLE,GRAHA ANDRASENTRA PROPERTINDO Tbk,PT SURYA GLOBAL NUSANTARA,CP,D,,INDONESIA,8753037308,0,8753037308,38.76,Graha Andrasentra Propertindo,Surya Global Nusantara,2026-03-10
2026-02-27,JGLE,GRAHA ANDRASENTRA PROPERTINDO Tbk,BANQUE DE LUXEMBOURG - CLIENT ACCOUNT,IB,F,,LUXEMBOURG,2767921425,0,2767921425,12.26,Graha Andrasentra Propertindo,Banque De Luxembourg -,2026-03-10
2026-02-27,JGLE,GRAHA ANDRASENTRA PROPERTINDO Tbk,EFG Bank AG,IB,F,,SWITZERLAND,1822592196,0,1822592196,8.07,Graha Andrasentra Propertindo,Efg Bank Ag,2026-03-10
2026-02-27,JGLE,GRAHA ANDRASENTRA PROPERTINDO Tbk,SIAUW YUNUS SUBANDI,ID,D,INDONESIAN,INDONESIA,1234858500,0,1234858500,5.47,Graha Andrasentra Propertindo,Siauw Yunus Subandi,2026-03-10
2026-02-27,JGLE,GRAHA ANDRASENTRA PROPERTINDO Tbk,ISMAIL ALI,ID,D,INDONESIAN,,462431000,0,462431000,2.05,Graha Andrasentra Propertindo,Ismail Ali,2026-03-10
2026-02-27,JGLE,GRAHA ANDRASENTRA PROPERTINDO Tbk,PT ANAM TUJUH,CP,D,,INDONESIA,368648000,0,368648000,1.63,Graha Andrasentra Propertindo,Anam Tujuh,2026-03-10
2026-02-27,JGLE,GRAHA ANDRASENTRA PROPERTINDO Tbk,REKSA DANA TF SUPER MAXXI,MF,D,,INDONESIA,361180000,0,361180000,1.6,Graha Andrasentra Propertindo,Reksa Dana Tf Super Maxxi,2026-03-10
2026-02-27,JGLE,GRAHA ANDRASENTRA PROPERTINDO Tbk,Reksa Dana Pan Arcadia Dana Saham Bertumbuh,MF,D,,INDONESIA,243881000,0,243881000,1.08,Graha Andrasentra Propertindo,Reksa Dana Pan Arcadia Dana Saham Bertumbuh,2026-03-10
2026-02-27,JGLE,GRAHA ANDRASENTRA PROPERTINDO Tbk,"Tesco International Capital, PT",CP,D,,INDONESIA,241100000,0,241100000,1.07,Graha Andrasentra Propertindo,Tesco International Capital,2026-03-10
2026-02-27,JGLE,GRAHA ANDRASENTRA PROPERTINDO Tbk,PT BIOFUEL INDO SUMATRA,CP,D,,INDONESIA,233270000,0,233270000,1.03,Graha Andrasentra Propertindo,Biofuel Indo Sumatra,2026-03-10
2026-02-27,JGLE,GRAHA ANDRASENTRA PROPERTINDO Tbk,FIDELITY FUNDS,MF,F,,LUXEMBOURG,231757016,0,231757016,1.03,Graha Andrasentra Propertindo,Fidelity,2026-03-10
2026-02-27,JIHD,JAKARTA INTERNATIONAL HOTELS & DEVELOPMENT Tbk,PT KRESNA AJI SEMBADA,CP,D,,INDONESIA,527074446,405326746,932401192,40.03,Jakarta International Hotels & Development,Kresna Aji Sembada,2026-03-10
2026-02-27,JIHD,JAKARTA INTERNATIONAL HOTELS & DEVELOPMENT Tbk,TOMY WINATA,ID,D,INDONESIAN,INDONESIAN,0,306243700,306243700,13.15,Jakarta International Hotels & Development,Tomy Winata,2026-03-10
2026-02-27,JIHD,JAKARTA INTERNATIONAL HOTELS & DEVELOPMENT Tbk,PT CATUR KUSUMA ABADI SEJAHTERA,CP,D,,INDONESIA,0,164604361,164604361,7.07,Jakarta International Hotels & Development,Catur Kusuma Abadi Sejahtera,2026-03-10
