DATE,SHARE_CODE,ISSUER_NAME,INVESTOR_NAME,INVESTOR_TYPE,LOCAL_FOREIGN,NATIONALITY,DOMICILE,HOLDINGS_SCRIPLESS,HOLDINGS_SCRIP,TOTAL_HOLDING_SHARES,PERCENTAGE,ISSUER_NAME_CLEAN,INVESTOR_NAME_CLEAN,SOURCE_DATE_STR
2026-02-27,DWGL,DWI GUNA LAKSANA Tbk,PT. RIZKI LANCAR SENTOSA,CP,D,,INDONESIA,156533783,0,156533783,1.69,Dwi Guna Laksana,Rizki Lancar Sentosa,2026-03-10
2026-02-27,DWGL,DWI GUNA LAKSANA Tbk,PT. NARINDO SOLUSI TELEKOMUNIKASI,CP,D,,INDONESIA,149072600,0,149072600,1.61,Dwi Guna Laksana,Narindo Solusi Telekomunikasi,2026-03-10
2026-02-27,DWGL,DWI GUNA LAKSANA Tbk,PT. BERAU BARA ENERGI,CP,D,,INDONESIA,113135298,0,113135298,1.22,Dwi Guna Laksana,Berau Bara Energi,2026-03-10
2026-02-27,DYAN,DYANDRA MEDIA INTERNATIONAL Tbk,PT TELETRANSMEDIA,CP,D,,INDONESIA,2199357269,0,2199357269,51.47,Dyandra Media International,Teletransmedia,2026-03-10
2026-02-27,DYAN,DYANDRA MEDIA INTERNATIONAL Tbk,PT YULIE SEKURITAS INDONESIA TBK,SC,D,,INDONESIA,297241300,0,297241300,6.96,Dyandra Media International,Yulie Sekuritas Indonesia,2026-03-10
2026-02-27,DYAN,DYANDRA MEDIA INTERNATIONAL Tbk,MONDIAL INVESTAMA INDONESIA,CP,D,,,0,225104964,225104964,5.27,Dyandra Media International,Mondial Investama Indonesia,2026-03-10
2026-02-27,DYAN,DYANDRA MEDIA INTERNATIONAL Tbk,RINA R A H RADINAL MAKSUM,ID,D,INDONESIAN,INDONESIA,221118774,0,221118774,5.17,Dyandra Media International,Rina R A H Radinal Maksum,2026-03-10
2026-02-27,DYAN,DYANDRA MEDIA INTERNATIONAL Tbk,HANDI IRAWAN DJUWADI,ID,D,INDONESIAN,INDONESIA,217098200,0,217098200,5.08,Dyandra Media International,Handi Irawan Djuwadi,2026-03-10
2026-02-27,DYAN,DYANDRA MEDIA INTERNATIONAL Tbk,MARTINI SUTIKNO,ID,D,INDONESIAN,INDONESIA,120554350,0,120554350,2.82,Dyandra Media International,Martini Sutikno,2026-03-10
2026-02-27,DYAN,DYANDRA MEDIA INTERNATIONAL Tbk,GRAHAWITA SANTIKA,CP,D,,,0,116152375,116152375,2.72,Dyandra Media International,Grahawita Santika,2026-03-10
2026-02-27,DYAN,DYANDRA MEDIA INTERNATIONAL Tbk,BUDI YANTO LUSLI,ID,D,INDONESIAN,INDONESIA,102959451,0,102959451,2.41,Dyandra Media International,Budi Yanto Lusli,2026-03-10
2026-02-27,DYAN,DYANDRA MEDIA INTERNATIONAL Tbk,T WIDYASARI WIDYATMAKA,ID,D,INDONESIAN,INDONESIA,66031050,0,66031050,1.55,Dyandra Media International,T Widyasari Widyatmaka,2026-03-10
2026-02-27,DYAN,DYANDRA MEDIA INTERNATIONAL Tbk,REKSA DANA PANIN DANA MAKSIMA,MF,D,,INDONESIA,52225400,0,52225400,1.22,Dyandra Media International,Reksa Dana Panin Dana Maksima,2026-03-10
2026-02-27,EAST,EASTPARC HOTEL Tbk,FAUZIAH UMAR ABDAT,ID,D,INDONESIAN,INDONESIA,0,204024060,204024060,4.94,Eastparc Hotel,Fauziah Umar Abdat,2026-03-10
2026-02-27,EAST,EASTPARC HOTEL Tbk,NADIAH KHALID ABDAT,ID,D,SINGAPOREAN,SINGAPORE,200075320,0,200075320,4.85,Eastparc Hotel,Nadiah Khalid Abdat,2026-03-10
2026-02-27,EAST,EASTPARC HOTEL Tbk,HJ KAELESHA AFIATI,ID,D,INDONESIAN,INDONESIA,170000000,0,170000000,4.12,Eastparc Hotel,Kaelesha Afiati,2026-03-10
2026-02-27,EAST,EASTPARC HOTEL Tbk,KHALID BIN OMAR ABDAT,ID,D,SINGAPOREAN,INDONESIA,154340900,1650562350,1804903250,43.74,Eastparc Hotel,Khalid Bin Omar Abdat,2026-03-10
2026-02-27,EAST,EASTPARC HOTEL Tbk,FAUZI OMAR ABDAT,ID,F,SINGAPOREAN,SINGAPORE,112615990,0,112615990,2.73,Eastparc Hotel,Fauzi Omar Abdat,2026-03-10
2026-02-27,EAST,EASTPARC HOTEL Tbk,MUHAMMAD BIN FAISEL ABDAT,ID,F,SINGAPOREAN,SINGAPORE,104609100,0,104609100,2.54,Eastparc Hotel,Muhammad Bin Faisel Abdat,2026-03-10
2026-02-27,EAST,EASTPARC HOTEL Tbk,HAMZAH BIN FAISEL ABDAT,ID,F,SINGAPOREAN,SINGAPORE,104541000,0,104541000,2.53,Eastparc Hotel,Hamzah Bin Faisel Abdat,2026-03-10
2026-02-27,EAST,EASTPARC HOTEL Tbk,ALIAH BINTI FAISEL ABDAT,ID,F,SINGAPOREAN,SINGAPORE,101906000,0,101906000,2.47,Eastparc Hotel,Aliah Binti Faisel Abdat,2026-03-10
2026-02-27,EAST,EASTPARC HOTEL Tbk,KHALED BIN FAISEL ABDAT,ID,F,SINGAPOREAN,SINGAPORE,94485100,0,94485100,2.29,Eastparc Hotel,Khaled Bin Faisel Abdat,2026-03-10
2026-02-27,EAST,EASTPARC HOTEL Tbk,FAZLINA OMAR ABDAT,ID,F,SINGAPOREAN,MALAYSIA,90517180,0,90517180,2.19,Eastparc Hotel,Fazlina Omar Abdat,2026-03-10
2026-02-27,EAST,EASTPARC HOTEL Tbk,FARIZAH BINTI ZAHID,ID,F,MALAYSIAN,MALAYSIA,89703050,0,89703050,2.17,Eastparc Hotel,Farizah Binti Zahid,2026-03-10
2026-02-27,EAST,EASTPARC HOTEL Tbk,NAJIHA BINTI ZAHID,ID,F,MALAYSIAN,MALAYSIA,89703050,0,89703050,2.17,Eastparc Hotel,Najiha Binti Zahid,2026-03-10
2026-02-27,EAST,EASTPARC HOTEL Tbk,ARIFF BIN ZAHID,ID,F,MALAYSIAN,MALAYSIA,89703050,0,89703050,2.17,Eastparc Hotel,Ariff Bin Zahid,2026-03-10
2026-02-27,EAST,EASTPARC HOTEL Tbk,AHMAD BIN ABDULLAH HUSSAIN HARHARAH,ID,F,SINGAPOREAN,SINGAPORE,85584800,0,85584800,2.07,Eastparc Hotel,Ahmad Bin Abdullah Hussain Harharah,2026-03-10
2026-02-27,EAST,EASTPARC HOTEL Tbk,GHAZALLA JINNAH,ID,F,SINGAPOREAN,SINGAPORE,82792829,0,82792829,2.01,Eastparc Hotel,Ghazalla Jinnah,2026-03-10
2026-02-27,EAST,EASTPARC HOTEL Tbk,SA'DIAH ALI ABDAT,ID,F,SINGAPOREAN,SINGAPORE,60465600,0,60465600,1.47,Eastparc Hotel,Sa'diah Ali Abdat,2026-03-10
2026-02-27,EAST,EASTPARC HOTEL Tbk,ALI BIN SAID ABDAT,ID,F,SINGAPOREAN,SINGAPORE,58000000,0,58000000,1.41,Eastparc Hotel,Ali Bin Said Abdat,2026-03-10
2026-02-27,EAST,EASTPARC HOTEL Tbk,NUR'AINI BINTE ZAKARIA SHAIKH OMAR BAGHARIB,ID,F,SINGAPOREAN,SINGAPORE,44472300,0,44472300,1.08,Eastparc Hotel,Nur'aini Binte Zakaria Shaikh Omar Bagharib,2026-03-10
2026-02-27,EAST,EASTPARC HOTEL Tbk,GUSTI SABAH BINTE ZAKARIA (GUSTI SABAH BINTE ZAKARIA BAGHARIB),ID,F,SINGAPOREAN,SINGAPORE,44145260,0,44145260,1.07,Eastparc Hotel,Gusti Sabah Binte Zakaria (gusti Sabah Binte Zakaria Bagharib),2026-03-10
2026-02-27,EAST,EASTPARC HOTEL Tbk,HUSSAIN BIN AHMAD ABDULLAH HARHARAH,ID,F,SINGAPOREAN,SINGAPORE,42802600,0,42802600,1.04,Eastparc Hotel,Hussain Bin Ahmad Abdullah Harharah,2026-03-10
2026-02-27,ECII,ELECTRONIC CITY INDONESIA Tbk,UOB KAY HIAN PRIVATE LIMITED,SC,F,,SINGAPORE,397327305,0,397327305,29.78,Electronic City Indonesia,Uob Kay Hian Private,2026-03-10
2026-02-27,ECII,ELECTRONIC CITY INDONESIA Tbk,PT. Graha Surya Kirana,,,,,0,341250000,341250000,25.57,Electronic City Indonesia,Graha Surya Kirana,2026-03-10
2026-02-27,ECII,ELECTRONIC CITY INDONESIA Tbk,PT. Artha Graha Network,,,,,0,308850000,308850000,23.15,Electronic City Indonesia,Artha Graha Network,2026-03-10
2026-02-27,ECII,ELECTRONIC CITY INDONESIA Tbk,"PT ELECTRONIC CITY INDONESIA, Tbk",CP,D,,INDONESIA,119451195,0,119451195,8.95,Electronic City Indonesia,Electronic City Indonesia,2026-03-10
2026-02-27,ECII,ELECTRONIC CITY INDONESIA Tbk,PT ARTHA HARAPAN GEMILANG,CP,D,,INDONESIA,46892600,0,46892600,3.51,Electronic City Indonesia,Artha Harapan Gemilang,2026-03-10
2026-02-27,ECII,ELECTRONIC CITY INDONESIA Tbk,REKSA DANA SUCORINVEST SAHAM DINAMIS,MF,D,,INDONESIA,20999000,0,20999000,1.57,Electronic City Indonesia,Reksa Dana Sucorinvest Saham Dinamis,2026-03-10
2026-02-27,ECII,ELECTRONIC CITY INDONESIA Tbk,NIXON JACOBUS SILFANUS,ID,D,INDONESIAN,INDONESIA,18165000,0,18165000,1.36,Electronic City Indonesia,Nixon Jacobus Silfanus,2026-03-10
2026-02-27,EDGE,INDOINTERNET Tbk,DIGITAL EDGE (HONG KONG) LIMITED,CP,F,,HONG KONG,1193969000,0,1193969000,59.1,Indointernet,Digital Edge (hong Kong),2026-03-10
2026-02-27,EDGE,INDOINTERNET Tbk,DIGITAL EDGE (HK) SPVI LIMITED,CP,F,,HONG KONG,666682500,0,666682500,33.0,Indointernet,Digital Edge (hk) Spvi,2026-03-10
2026-02-27,EDGE,INDOINTERNET Tbk,UOB KAY HIAN (HONG KONG) LTD,SC,F,,HONG KONG,151519000,0,151519000,7.5,Indointernet,Uob Kay Hian (hong Kong),2026-03-10
2026-02-27,EKAD,EKADHARMA INTERNATIONAL Tbk,PT. EKADHARMA INTI PERKASA,CP,D,,INDONESIA,2874012300,0,2874012300,82.26,Ekadharma International,Ekadharma Inti Perkasa,2026-03-10
2026-02-27,EKAD,EKADHARMA INTERNATIONAL Tbk,DRS SURONO SUBEKTI,ID,D,INDONESIAN,INDONESIA,135595800,0,135595800,3.88,Ekadharma International,Surono Subekti,2026-03-10
2026-02-27,EKAD,EKADHARMA INTERNATIONAL Tbk,OCBC SECURITIES PRIVATE LIMITED,SC,F,,SINGAPORE,102188875,0,102188875,2.92,Ekadharma International,OCBC,2026-03-10
2026-02-27,EKAD,EKADHARMA INTERNATIONAL Tbk,SINTAWATI KUSTADY,ID,D,INDONESIAN,INDONESIA,92574575,0,92574575,2.65,Ekadharma International,Sintawati Kustady,2026-03-10
2026-02-27,EKAD,EKADHARMA INTERNATIONAL Tbk,LAI CHIN TOT,ID,F,SINGAPOREAN,SINGAPORE,47984700,0,47984700,1.37,Ekadharma International,Lai Chin Tot,2026-03-10
2026-02-27,ELIT,DATA SINERGITAMA JAYA Tbk,"GRATUS DEO INDONESIA, PT",,,,,0,557038128,557038128,27.42,Data Sinergitama Jaya,Gratus Deo Indonesia,2026-03-10
2026-02-27,ELIT,DATA SINERGITAMA JAYA Tbk,"INDONESIA MUDA INOVATIF, PT",,,,,0,432965764,432965764,21.31,Data Sinergitama Jaya,Indonesia Muda Inovatif,2026-03-10
2026-02-27,ELIT,DATA SINERGITAMA JAYA Tbk,PT DELEMONT GLOBAL VENTURE,CP,D,,INDONESIA,306291308,0,306291308,15.08,Data Sinergitama Jaya,Delemont Global Venture,2026-03-10
2026-02-27,ELIT,DATA SINERGITAMA JAYA Tbk,PT. INOTECH,CP,D,,INDONESIA,124495612,0,124495612,6.13,Data Sinergitama Jaya,Inotech,2026-03-10
2026-02-27,ELIT,DATA SINERGITAMA JAYA Tbk,Hendra Suryakusuma,ID,D,INDONESIAN,INDONESIA,38519612,0,38519612,1.9,Data Sinergitama Jaya,Hendra Suryakusuma,2026-03-10
2026-02-27,ELIT,DATA SINERGITAMA JAYA Tbk,PT TRUST SEKURITAS,SC,D,,INDONESIA,34465400,0,34465400,1.7,Data Sinergitama Jaya,Sekuritas,2026-03-10
2026-02-27,ELIT,DATA SINERGITAMA JAYA Tbk,WILSON SURYAJAYA,ID,D,INDONESIAN,INDONESIA,28075200,0,28075200,1.38,Data Sinergitama Jaya,Wilson Suryajaya,2026-03-10
2026-02-27,ELPI,PELAYARAN NASIONAL EKALYA PURNAMASARI Tbk,KREASI CIPTA TIMUR,CP,D,,,0,6104700000,6104700000,82.36,Pelayaran Nasional Ekalya Purnamasari,Kreasi Cipta Timur,2026-03-10
2026-02-27,ELPI,PELAYARAN NASIONAL EKALYA PURNAMASARI Tbk,PT. CITRA PRIMA LOKA,CP,D,,INDONESIA,339048200,0,339048200,4.57,Pelayaran Nasional Ekalya Purnamasari,Citra Prima Loka,2026-03-10
2026-02-27,ELPI,PELAYARAN NASIONAL EKALYA PURNAMASARI Tbk,PT. GLOBAL BERKAT SOLUSINDO,CP,D,,INDONESIA,337029600,0,337029600,4.55,Pelayaran Nasional Ekalya Purnamasari,Global Berkat Solusindo,2026-03-10
2026-02-27,ELPI,PELAYARAN NASIONAL EKALYA PURNAMASARI Tbk,TAN CHRISTIAN TANIPUTRA,ID,D,INDONESIAN,INDONESIA,0,189000000,189000000,2.55,Pelayaran Nasional Ekalya Purnamasari,Tan Christian Taniputra,2026-03-10
2026-02-27,ELPI,PELAYARAN NASIONAL EKALYA PURNAMASARI Tbk,BANK OF SINGAPORE LIMITED,IB,F,,SINGAPORE,181600600,0,181600600,2.45,Pelayaran Nasional Ekalya Purnamasari,Bank of Singapore,2026-03-10
2026-02-27,ELPI,PELAYARAN NASIONAL EKALYA PURNAMASARI Tbk,SURYA BUDIMAN,ID,D,INDONESIAN,INDONESIA,124294200,0,124294200,1.68,Pelayaran Nasional Ekalya Purnamasari,Surya Budiman,2026-03-10
2026-02-27,ELSA,ELNUSA Tbk,PT PERTAMINA HULU ENERGI,CP,D,,INDONESIA,3729781000,0,3729781000,51.1,Elnusa,Pertamina Hulu Energi,2026-03-10
2026-02-27,ELSA,ELNUSA Tbk,HAIYANTO,ID,D,INDONESIAN,INDONESIA,454538400,0,454538400,6.23,Elnusa,Haiyanto,2026-03-10
2026-02-27,ELSA,ELNUSA Tbk,RIDOAN MADJUKIE,ID,D,INDONESIAN,INDONESIA,133500000,0,133500000,1.83,Elnusa,Ridoan Madjukie,2026-03-10
2026-02-27,ELSA,ELNUSA Tbk,PURYANTO,ID,D,INDONESIAN,INDONESIA,130584100,0,130584100,1.79,Elnusa,Puryanto,2026-03-10
2026-02-27,ELSA,ELNUSA Tbk,"PANIN SEKURITAS Tbk, PT",SC,D,,INDONESIA,100460600,0,100460600,1.38,Elnusa,Panin Sekuritas,2026-03-10
2026-02-27,ELSA,ELNUSA Tbk,"UBS AG, LONDON",IB,F,,SWITZERLAND,91339315,0,91339315,1.25,Elnusa,UBS,2026-03-10
2026-02-27,ELSA,ELNUSA Tbk,REKSA DANA ASHMORE SAHAM SEJAHTERA NUSANTARA,MF,D,,INDONESIA,86759600,0,86759600,1.19,Elnusa,Reksa Dana Ashmore Saham Sejahtera Nusantara,2026-03-10
2026-02-27,ELSA,ELNUSA Tbk,WISDOMTREE EMERGING MARKETS HIGH DIVIDEND FUND,MF,F,,UNITED STATES,80096300,0,80096300,1.1,Elnusa,Wisdomtree Emerging Markets High Dividend,2026-03-10
2026-02-27,ELSA,ELNUSA Tbk,"GSCO LLC S/A TRUFFLE HOUND GLOBAL VALUE, LLC",OT,F,,UNITED STATES,80000000,0,80000000,1.1,Elnusa,Gsco Truffle Hound Global Value,2026-03-10
2026-02-27,ELTY,BAKRIELAND DEVELOPMENT Tbk,ASURANSI SIMAS JIWA,IS,D,,INDONESIA,2329095649,0,2329095649,5.35,Bakrieland Development,Asuransi Simas Jiwa,2026-03-10
2026-02-27,ELTY,BAKRIELAND DEVELOPMENT Tbk,INTERVENTURES CAPITAL PTE. LTD,OT,F,,SINGAPORE,2227645000,0,2227645000,5.12,Bakrieland Development,Interventures Capital,2026-03-10
2026-02-27,ELTY,BAKRIELAND DEVELOPMENT Tbk,BANK OF SINGAPORE LIMITED,IB,F,,SINGAPORE,1510156800,0,1510156800,3.47,Bakrieland Development,Bank of Singapore,2026-03-10
2026-02-27,ELTY,BAKRIELAND DEVELOPMENT Tbk,PETROMINE ENERGY TRADING,CP,D,,INDONESIA,1135924000,0,1135924000,2.61,Bakrieland Development,Petromine Energy Trading,2026-03-10
2026-02-27,ELTY,BAKRIELAND DEVELOPMENT Tbk,DJONI,ID,D,INDONESIAN,INDONESIA,1126588700,0,1126588700,2.59,Bakrieland Development,Djoni,2026-03-10
2026-02-27,ELTY,BAKRIELAND DEVELOPMENT Tbk,REKSA DANA TF SUPER MAXXI,MF,D,,INDONESIA,1045321000,0,1045321000,2.4,Bakrieland Development,Reksa Dana Tf Super Maxxi,2026-03-10
2026-02-27,ELTY,BAKRIELAND DEVELOPMENT Tbk,PT GLOBAL INTRIMA,CP,D,,INDONESIA,760000000,0,760000000,1.75,Bakrieland Development,Global Intrima,2026-03-10
2026-02-27,ELTY,BAKRIELAND DEVELOPMENT Tbk,REKSA DANA OSO FLORES EQUITY FUND,MF,D,,INDONESIA,601988700,0,601988700,1.38,Bakrieland Development,Reksa Dana Oso Flores Equity,2026-03-10
2026-02-27,ELTY,BAKRIELAND DEVELOPMENT Tbk,"Tesco International Capital, PT",CP,D,,INDONESIA,574775100,0,574775100,1.32,Bakrieland Development,Tesco International Capital,2026-03-10
2026-02-27,ELTY,BAKRIELAND DEVELOPMENT Tbk,REKSA DANA POOL ADVISTA KAPITAL OPTIMAL,MF,D,,INDONESIA,558433900,0,558433900,1.28,Bakrieland Development,Reksa Dana Pool Advista Kapital Optimal,2026-03-10
2026-02-27,ELTY,BAKRIELAND DEVELOPMENT Tbk,HAIYANTO,ID,D,INDONESIAN,INDONESIA,531412500,0,531412500,1.22,Bakrieland Development,Haiyanto,2026-03-10
2026-02-27,ELTY,BAKRIELAND DEVELOPMENT Tbk,KINGSWOOD UNION CORPORATION,OT,F,,"VIRGIN ISLANDS, BRITISH",495213796,0,495213796,1.14,Bakrieland Development,Kingswood Union,2026-03-10
2026-02-27,ELTY,BAKRIELAND DEVELOPMENT Tbk,PT. NARINDO SOLUSI TELEKOMUNIKASI,CP,D,,INDONESIA,476246804,0,476246804,1.09,Bakrieland Development,Narindo Solusi Telekomunikasi,2026-03-10
2026-02-27,EMAS,MERDEKA GOLD RESOURCES Tbk,MERDEKA COPPER GOLD TBK PT,CP,D,,INDONESIA,9329376465,0,9329376465,63.33,Merdeka Gold Resources,Merdeka Copper Gold,2026-03-10
2026-02-27,EMAS,MERDEKA GOLD RESOURCES Tbk,PT NUSANTARA INDAH CEMERLANG,CP,D,,INDONESIA,551877600,0,551877600,3.75,Merdeka Gold Resources,Nusantara Indah Cemerlang,2026-03-10
2026-02-27,EMAS,MERDEKA GOLD RESOURCES Tbk,WINATO KARTONO,ID,D,INDONESIAN,INDONESIA,548772817,0,548772817,3.73,Merdeka Gold Resources,Winato Kartono,2026-03-10
2026-02-27,EMAS,MERDEKA GOLD RESOURCES Tbk,CONTINUUM SPC,MF,F,,CAYMAN ISLANDS,464173100,0,464173100,3.15,Merdeka Gold Resources,Continuum,2026-03-10
2026-02-27,EMAS,MERDEKA GOLD RESOURCES Tbk,LAVERTON INVESTMENT HOLDINGS LTD,IB,F,,"VIRGIN ISLANDS, BRITISH",282446760,0,282446760,1.92,Merdeka Gold Resources,Laverton Investment Holdings,2026-03-10
2026-02-27,EMAS,MERDEKA GOLD RESOURCES Tbk,HARDI WIJAYA LIONG,ID,D,INDONESIAN,INDONESIA,235188351,0,235188351,1.6,Merdeka Gold Resources,Hardi Wijaya Liong,2026-03-10
2026-02-27,EMAS,MERDEKA GOLD RESOURCES Tbk,MORGAN STANLEY AND CO INTERNATIONAL PLC,CP,F,,UNITED KINGDOM,222668112,0,222668112,1.51,Merdeka Gold Resources,Morgan Stanley,2026-03-10
2026-02-27,EMAS,MERDEKA GOLD RESOURCES Tbk,PT BINTANG DELAPAN HARMONI,CP,D,,INDONESIA,221216300,0,221216300,1.5,Merdeka Gold Resources,Bintang Delapan Harmoni,2026-03-10
2026-02-27,EMAS,MERDEKA GOLD RESOURCES Tbk,"Nugraha Eka Kencana, PT",CP,D,,INDONESIA,195377665,0,195377665,1.33,Merdeka Gold Resources,Nugraha Eka Kencana,2026-03-10
2026-02-27,EMAS,MERDEKA GOLD RESOURCES Tbk,SANTOSO KARTONO,ID,D,INDONESIAN,INDONESIA,185041495,0,185041495,1.26,Merdeka Gold Resources,Santoso Kartono,2026-03-10
2026-02-27,EMAS,MERDEKA GOLD RESOURCES Tbk,STANDARD CHARTERED BANK (SINGAPORE) LIMITED,IB,F,,SINGAPORE,170402000,0,170402000,1.16,Merdeka Gold Resources,Standard Chartered,2026-03-10
2026-02-27,EMAS,MERDEKA GOLD RESOURCES Tbk,DIAN CIPTAMAS AGUNG PT,CP,D,,INDONESIA,160804000,0,160804000,1.09,Merdeka Gold Resources,Dian Ciptamas Agung,2026-03-10
2026-02-27,EMAS,MERDEKA GOLD RESOURCES Tbk,SMG MANAGEMENT LIMITED,CP,F,,"VIRGIN ISLANDS, BRITISH",161207400,0,161207400,1.09,Merdeka Gold Resources,Smg Management,2026-03-10
2026-02-27,EMDE,MEGAPOLITAN DEVELOPMENTS Tbk,COSMOPOLITAN PERSADA DEVELOPMENT,CP,D,,,0,2237018320,2237018320,66.78,Megapolitan Developments,Cosmopolitan Persada Development,2026-03-10
2026-02-27,EMDE,MEGAPOLITAN DEVELOPMENTS Tbk,DBS BANK LTD.,IB,F,,SINGAPORE,231147000,0,231147000,6.9,Megapolitan Developments,DBS,2026-03-10
2026-02-27,EMDE,MEGAPOLITAN DEVELOPMENTS Tbk,SADIKUN WIRATNO,ID,D,INDONESIAN,INDONESIA,159102500,0,159102500,4.75,Megapolitan Developments,Sadikun Wiratno,2026-03-10
2026-02-27,EMDE,MEGAPOLITAN DEVELOPMENTS Tbk,L. MELANI LOWAS.B.RIMBA,ID,D,INDONESIAN,INDONESIA,131490840,0,131490840,3.93,Megapolitan Developments,L Melani Lowasbrimba,2026-03-10
2026-02-27,EMDE,MEGAPOLITAN DEVELOPMENTS Tbk,SUDJONO BARAK RIMBA,ID,D,INDONESIAN,,131490840,0,131490840,3.93,Megapolitan Developments,Sudjono Barak Rimba,2026-03-10
2026-02-27,EMDE,MEGAPOLITAN DEVELOPMENTS Tbk,SILVIA DAISY NILASARI. L,ID,D,INDONESIAN,,108095700,0,108095700,3.23,Megapolitan Developments,Silvia Daisy Nilasari L,2026-03-10
2026-02-27,EMDE,MEGAPOLITAN DEVELOPMENTS Tbk,Dennis Fitriawan Singgih,ID,D,INDONESIAN,INDONESIA,47090100,0,47090100,1.41,Megapolitan Developments,Dennis Fitriawan Singgih,2026-03-10
2026-02-27,EMDE,MEGAPOLITAN DEVELOPMENTS Tbk,REKSA DANA SUCORINVEST EQUITY PRIMA FUND,MF,D,,INDONESIA,38041500,0,38041500,1.14,Megapolitan Developments,Reksa Dana Sucorinvest Equity Prima,2026-03-10
2026-02-27,EMTK,ELANG MAHKOTA TEKNOLOGI Tbk,RD EDDY K SARIAATMADJA,ID,D,INDONESIAN,INDONESIA,13439147454,0,13439147454,21.88,Elang Mahkota Teknologi,Rd Eddy K Sariaatmadja,2026-03-10
2026-02-27,EMTK,ELANG MAHKOTA TEKNOLOGI Tbk,PT ADIKARSA SARANA,CP,D,,INDONESIA,8654560360,0,8654560360,14.09,Elang Mahkota Teknologi,Adikarsa Sarana,2026-03-10
2026-02-27,EMTK,ELANG MAHKOTA TEKNOLOGI Tbk,IR. SUSANTO SUWARTO,ID,D,INDONESIAN,INDONESIA,7117889090,0,7117889090,11.59,Elang Mahkota Teknologi,Susanto Suwarto,2026-03-10
2026-02-27,EMTK,ELANG MAHKOTA TEKNOLOGI Tbk,ANTHONI SALIM,ID,D,INDONESIAN,INDONESIA,5510302220,0,5510302220,8.97,Elang Mahkota Teknologi,Anthoni Salim,2026-03-10
2026-02-27,EMTK,ELANG MAHKOTA TEKNOLOGI Tbk,PIET YAURY,ID,F,INDONESIAN,INDONESIA,4989564500,0,4989564500,8.12,Elang Mahkota Teknologi,Piet Yaury,2026-03-10
2026-02-27,EMTK,ELANG MAHKOTA TEKNOLOGI Tbk,PT PRIMA VISUALINDO,CP,D,,INDONESIA,3802209980,0,3802209980,6.19,Elang Mahkota Teknologi,Prima Visualindo,2026-03-10
2026-02-27,EMTK,ELANG MAHKOTA TEKNOLOGI Tbk,RD FOFO SARIAATMADJA,ID,D,INDONESIAN,INDONESIA,2901559040,0,2901559040,4.72,Elang Mahkota Teknologi,Rd Fofo Sariaatmadja,2026-03-10
2026-02-27,EMTK,ELANG MAHKOTA TEKNOLOGI Tbk,GP NETWORK ASIA PTE LTD,OT,F,,SINGAPORE,2821978671,0,2821978671,4.59,Elang Mahkota Teknologi,Gp Network Asia,2026-03-10
2026-02-27,EMTK,ELANG MAHKOTA TEKNOLOGI Tbk,INAWATI NINGSIH JUWONO,ID,D,INDONESIAN,INDONESIA,1036500030,0,1036500030,1.69,Elang Mahkota Teknologi,Inawati Ningsih Juwono,2026-03-10
2026-02-27,EMTK,ELANG MAHKOTA TEKNOLOGI Tbk,STANDARD CHARTERED BANK (SINGAPORE) LIMITED,IB,F,,SINGAPORE,988925000,0,988925000,1.61,Elang Mahkota Teknologi,Standard Chartered,2026-03-10
2026-02-27,EMTK,ELANG MAHKOTA TEKNOLOGI Tbk,DEUTSCHE BK AG (PRIVATE BANKING) SPORE WM CLIENT,IB,F,,SINGAPORE,621917516,0,621917516,1.01,Elang Mahkota Teknologi,Deutsche Bk Ag (private Banking) Spore Wm,2026-03-10
2026-02-27,ENAK,CHAMP RESTO INDONESIA Tbk,BAROKAH MELAYU FOOD PTE. LTD.,CP,F,,SINGAPORE,1181173300,0,1181173300,54.52,Champ Resto Indonesia,Barokah Melayu Food,2026-03-10
2026-02-27,ENAK,CHAMP RESTO INDONESIA Tbk,ALI GUNAWAN BUDIMAN,ID,D,INDONESIAN,INDONESIA,309683700,0,309683700,14.29,Champ Resto Indonesia,Ali Gunawan Budiman,2026-03-10
2026-02-27,ENAK,CHAMP RESTO INDONESIA Tbk,PT. ALBA CIPTA RASA,CP,D,,INDONESIA,294363000,0,294363000,13.59,Champ Resto Indonesia,Alba Cipta Rasa,2026-03-10
2026-02-27,ENAK,CHAMP RESTO INDONESIA Tbk,PT CIPTA RASA JUARA,CP,D,,INDONESIA,163454000,0,163454000,7.54,Champ Resto Indonesia,Cipta Rasa Juara,2026-03-10
2026-02-27,ENAK,CHAMP RESTO INDONESIA Tbk,BANK OF SINGAPORE LIMITED,IB,F,,SINGAPORE,87645800,0,87645800,4.05,Champ Resto Indonesia,Bank of Singapore,2026-03-10
2026-02-27,ENAK,CHAMP RESTO INDONESIA Tbk,JOHN ANDREAS DJOEWARDI,ID,D,INDONESIAN,INDONESIA,43036800,0,43036800,1.99,Champ Resto Indonesia,John Andreas Djoewardi,2026-03-10
2026-02-27,ENRG,ENERGI MEGA PERSADA Tbk,PT SHIMA GLOBAL KAPITAL,CP,D,,INDONESIA,4589993813,0,4589993813,17.42,Energi Mega Persada,Shima Global Kapital,2026-03-10
