Period,Number_of_Stocks,Total_Shares,Total_Domestic,Total_Foreign,Foreign_Pct,Domestic_Pct
February 2026,1002,12617387269329.0,2561030848890.0,1786421759111.0,14.158412680678564,20.297632102610393
March 2026,1002,12617434907985.0,2577335861223.0,1782159838957.0,14.124581200170505,20.426781513189514
December 2025,1002,12579000955804.0,2516821985021.0,1762890460791.0,14.014550654577981,20.00812301281946
January 2026,1002,12603410132872.0,2550387010371.0,1810376700853.0,14.364181453805159,20.235690051211808
